gender,C_api,C_man,E_NEds,E_Bpag,firstDay,lastDay,NEds,NPages,NPcreated,weightIJ,NIJ,NDays,NActDays,pagesWomen,wikiprojWomen,ns_user,ns_wikipedia,ns_talk,ns_userTalk,ns_content
2,unknown,1,3,2,20220929024656,20270710024323,59,44,11,0.8257178405317872,44,49781,25072,50,41,59,43,31,31,5
2,unknown,3,0,3,20220719152551,20230221185049,33,21,14,1.0082008694161437,53,9503,1775,21,9,18,8,5,6,13
2,unknown,2,2,2,20220817091849,20280625121653,80,12,10,0.7913940221314637,59,59809,20226,43,74,34,16,42,7,77
2,unknown,2,2,1,20220715221627,20290824161517,79,21,18,1.2970047856138962,33,70109,27728,78,18,31,36,40,42,8
1,unknown,2,1,0,20201127082341,20201219103329,56,6,11,0.5059778207969268,18,93,83,53,35,9,46,52,20,6
2,female,1,1,3,20210207164158,20220428151051,44,21,6,0.8352261671040223,27,10221,1959,6,33,12,33,24,40,35
1,female,2,3,0,20200710205537,20230224005553,12,30,1,0.7544440176017417,42,29514,15831,8,0,0,11,8,7,3
1,female,1,1,2,20230608122758,20290810183601,64,35,17,1.04594525324053,9,60203,40731,37,44,25,23,13,41,55
2,unknown,3,3,2,20200213093652,20271114224058,78,20,6,1.0906467692519266,32,70902,31901,41,35,33,56,20,28,62
2,unknown,1,3,0,20211230102335,20220627202148,75,20,15,1.1257802519257014,55,9398,9145,8,32,13,45,60,46,46
2,female,3,2,3,20200704110024,20220211003237,7,35,13,0.918653817630212,71,19507,10335,4,5,2,5,5,4,5
2,male,1,1,1,20210521201413,20260703201252,65,47,17,1.0433725417068018,31,50182,5253,31,15,16,40,3,63,13
2,unknown,1,3,1,20210120145809,20230612103031,56,31,17,0.6251654871465177,86,20492,12953,15,10,14,55,8,55,20
1,male,1,0,0,20211121003107,20290420201520,15,28,6,1.0476755798795114,83,79300,20659,6,3,2,6,12,6,4
1,unknown,1,1,3,20230727043609,20280811143603,25,25,9,0.5623159672117938,72,50085,11701,20,5,0,22,4,0,18
2,male,1,2,1,20200920095708,20291105213844,35,29,12,0.5894164249652819,59,90186,44456,33,31,24,15,7,6,19
1,female,2,2,3,20220702220534,20230309112121,37,35,11,1.2962626661290777,74,9607,253,5,32,18,33,11,23,9
1,male,3,3,2,20220112092506,20290603204159,45,49,1,0.97199111733816,54,70492,68679,28,29,41,22,10,27,15
2,unknown,1,0,0,20200307100626,20251213215515,61,1,0,1.275749180533456,31,50907,3238,53,51,29,13,56,58,27
0,unknown,3,0,0,20221203000623,20240806170435,77,22,19,1.0386110414200775,70,19604,13540,69,24,1,46,4,4,35
1,female,2,0,0,20221205031000,20231025093606,2,10,11,0.8827610611418283,49,9821,8787,0,0,1,1,0,1,1
1,unknown,1,0,2,20220319023045,20231004104924,88,47,3,1.239489031253198,8,10686,2687,62,80,33,80,87,42,26
2,male,2,2,0,20200207201016,20220308125753,70,33,14,0.6851371951217771,17,20101,6369,41,34,19,17,70,53,64
2,female,3,3,1,20230224000922,20280613092501,53,36,15,0.9784948601126596,26,50390,39351,50,10,49,35,15,43,31
2,unknown,2,3,3,20210912234053,20250808040646,29,15,19,1.2306521357027016,66,39896,13051,16,3,25,29,10,25,28
1,unknown,2,2,3,20221028235849,20251026113908,82,38,11,0.7427195723033228,34,29998,3678,37,75,80,56,0,80,48
2,female,3,2,0,20200426043807,20210610084434,85,18,11,0.9281260146530801,78,10185,4505,57,58,73,15,23,72,48
0,female,3,3,0,20200328111242,20230911100525,21,30,12,0.7635409675386006,17,30583,11695,7,8,3,9,7,12,13
1,female,2,3,2,20220205084553,20230923080522,64,36,10,1.218095507614644,70,10718,2186,0,24,30,45,12,13,32
1,female,3,2,3,20210726204519,20240321113116,34,9,7,0.983072645483461,84,29595,5414,12,7,12,26,6,18,26
1,unknown,1,0,3,20240324145624,20290205095038,7,25,9,0.5674688359405875,65,49881,21847,7,1,4,5,1,0,5
2,male,2,3,2,20210805021021,20251129194040,91,16,4,1.2538761929334292,52,40325,5031,19,12,12,65,20,25,52
2,unknown,2,2,2,20220825132611,20290510161059,25,47,14,1.4777960234206047,35,69686,59521,21,21,1,4,20,8,19
1,unknown,1,3,3,20210927125607,20240702184604,50,9,11,1.4457184719935496,65,29776,20520,32,17,46,15,16,12,31
2,female,2,3,1,20221031140020,20230622130349,57,43,15,0.6050378876208002,42,9591,1687,18,41,10,17,27,49,33
0,male,1,3,3,20201016111707,20230203130820,15,24,13,0.9266244157233677,94,29188,22222,0,11,3,7,9,3,0
0,unknown,1,0,0,20231119154023,20261104072403,13,24,17,0.5731604295598153,95,29985,14928,7,10,10,9,9,0,11
2,unknown,1,0,2,20211031030716,20250915171448,25,18,17,1.03200694592344,82,39885,690,25,0,21,12,9,15,17
2,unknown,2,2,0,20230129010804,20240811103241,95,16,14,1.1981186329693885,53,10683,9057,87,30,24,27,72,65,36
1,unknown,2,1,2,20240329191825,20250912221556,64,40,0,0.9523622382920266,15,10584,2484,64,17,50,61,62,0,4
1,female,3,1,0,20220314124141,20230111033704,79,5,4,1.2780584889822437,13,9797,2775,43,60,38,1,74,78,12
2,male,2,3,2,20200108020218,20210523181851,77,35,7,0.8853698305356047,35,10416,4365,20,47,66,69,66,37,54
0,male,2,1,3,20210912101334,20291101184949,87,1,3,1.224732333535171,5,80190,60082,32,70,16,41,68,28,74
1,female,2,0,0,20200411091215,20270828150138,60,44,3,0.7768256820122651,60,70418,69030,2,16,40,18,56,21,57
2,male,2,2,3,20200609055424,20260531205741,53,25,8,0.6582310526807029,84,59923,30464,11,7,20,31,38,53,30
2,unknown,2,1,0,20221011023349,20290404084105,16,47,17,0.5565250614870688,74,69394,66599,13,1,7,10,15,5,7
1,female,1,3,0,20211027121347,20251022101219,89,17,17,1.1501240602197182,65,39995,25770,47,17,18,72,78,0,3
2,male,1,1,3,20221017203626,20270827123340,38,42,6,0.5672690304950478,47,49810,22990,1,8,7,4,21,9,22
1,male,2,0,2,20210415033551,20230814192223,49,38,15,0.921335916185393,38,20400,16306,41,19,49,31,46,44,7
0,unknown,1,1,2,20200726082212,20270529141857,35,11,16,1.2312035426472883,69,69804,5180,34,2,8,4,21,1,21
2,unknown,1,0,3,20210204100546,20210530072437,90,37,5,1.4521577400785846,25,326,200,0,1,74,43,71,80,70
1,male,2,0,1,20230331003343,20240608212239,43,10,14,0.7168444615809433,67,10278,9759,0,11,41,20,43,20,20
1,unknown,3,2,1,20200628025325,20270407032223,64,11,15,1.3074061270732977,12,69780,35648,5,50,38,1,45,33,25
1,male,3,1,0,20240927222525,20291024191041,75,17,8,1.0427492757273056,82,50097,32871,14,66,63,10,45,30,15
1,unknown,2,3,1,20210320052621,20290706212119,75,19,5,0.5151089186773526,87,80387,54492,62,16,61,25,33,29,1
2,female,1,3,1,20230810233822,20240202064842,91,12,17,0.6437030047554259,7,9392,7819,18,24,3,30,68,3,64
1,male,3,0,3,20230301131706,20290927214123,58,48,7,0.9507605930308712,94,60627,17640,7,21,0,14,56,9,30
2,male,2,2,0,20200806075704,20270604225304,45,44,14,0.5747938457765657,68,69799,63848,2,35,37,29,5,2,18
0,female,1,3,1,20211113011642,20220816223351,87,15,5,1.2208719034552775,68,9704,8121,24,0,9,73,17,68,0
2,female,2,2,2,20220121023217,20281210065502,34,20,1,0.8006952702248102,93,61090,2083,23,17,34,33,13,32,0
1,female,1,0,1,20210102163441,20231120003821,97,4,1,1.2087827374908544,50,21018,18788,3,77,12,11,56,20,72
1,unknown,1,1,1,20221027121517,20290502194513,14,29,17,1.243765388950958,36,69476,36693,11,9,9,9,11,4,0
2,unknown,1,1,2,20200622013913,20240927171240,94,22,15,0.5310321565310817,39,40306,13494,27,18,94,45,58,84,88
2,male,2,3,2,20220216121648,20231021120303,65,17,16,0.7878288585875288,5,10805,8528,41,36,30,4,34,20,29
2,male,3,1,0,20220114140237,20220209000107,99,26,16,1.0671248837319698,99,95,79,17,34,48,75,91,25,43
2,male,1,2,0,20210719203503,20240127125406,62,3,19,0.9802368613621666,39,29408,2157,47,0,47,50,56,12,52
2,male,1,2,2,20200504025917,20260323123713,71,5,4,0.7691767544143353,86,59820,36881,6,70,1,71,69,18,40
2,unknown,1,1,2,20220317150304,20230511062227,87,34,5,0.8042760849457089,45,10194,6383,38,11,7,75,6,34,5
0,female,1,2,0,20240901102117,20240922141610,37,10,18,1.0120323060308352,32,22,6,19,16,16,10,9,30,31
1,unknown,1,0,1,20201027204515,20270206050243,36,20,16,1.2058940279710209,49,69179,52103,3,33,23,22,1,16,2
2,male,2,1,3,20200615132123,20230823105236,22,46,19,1.09378345057555,39,30208,20094,19,5,14,15,22,18,17
2,unknown,1,0,2,20230210142952,20291006024004,39,1,10,0.632160631406222,55,60796,19523,7,26,10,22,31,6,35
2,female,1,3,2,20200707161810,20230606204910,55,15,12,0.7434875463144504,10,29900,5686,44,18,40,17,33,43,11
1,male,1,0,0,20220206224242,20260320024518,41,27,14,0.9477302946433594,6,40114,5101,13,21,23,8,23,6,1
0,unknown,1,1,2,20200528100353,20271114010247,69,16,0,1.0917418144277593,78,70586,2434,64,8,9,17,69,44,23
2,unknown,1,3,3,20220414031536,20261213205437,72,32,12,0.6104149690017941,88,40800,26399,70,25,42,45,52,42,14
1,male,3,2,3,20210528065639,20250503055809,54,26,14,1.2809708202933079,4,39975,1712,47,38,35,12,11,14,25
0,unknown,1,2,3,20230308111213,20280712073003,86,49,17,0.8856488578461895,89,50404,31404,75,43,74,34,59,25,65
1,unknown,1,1,3,20240430203435,20250118163201,48,17,9,0.5470682125739503,24,9688,3323,13,21,15,11,32,6,41
1,male,2,0,2,20240923024632,20271112161848,88,47,18,1.430577080163945,50,30190,27655,62,71,86,9,32,79,33
2,male,2,0,2,20210427032228,20291102130436,17,12,4,1.3412826851188933,37,80676,12224,15,9,13,3,9,7,4
1,unknown,1,0,2,20200101044552,20210423084817,30,36,11,0.7489085884612606,88,10323,9955,15,14,9,30,0,26,21
2,female,1,3,0,20210101020416,20210210055908,51,9,8,1.1530347217031962,10,110,60,32,34,21,45,43,51,44
1,male,2,2,1,20210410064635,20241116175607,20,40,4,0.7558037089087433,7,30707,1878,13,18,5,14,11,1,16
1,male,1,1,0,20230105164816,20290112190018,94,30,10,1.1675554575439846,29,60008,8776,72,31,45,86,79,78,76
1,female,1,1,2,20210702121025,20221230050454,48,12,10,1.1830343630751692,54,10528,7482,41,2,48,12,23,24,26
2,unknown,3,1,3,20220404182241,20230823203954,92,39,13,1.0422605500895017,6,10420,7504,91,49,16,27,73,30,29
0,female,1,0,0,20210221104659,20281003043044,46,14,16,1.2098938001411708,90,70782,16361,44,44,4,41,25,22,27
2,unknown,1,3,2,20201124204951,20210421081841,15,19,9,1.1984427509809055,97,9297,1636,12,14,15,6,5,1,14
2,male,1,0,2,20221003061156,20240804093321,76,31,14,0.7449562381867569,98,19802,12998,52,64,30,25,20,60,10
2,male,1,2,0,20210123212359,20290426160528,65,3,14,1.4231858684862586,66,80303,6927,53,44,22,8,38,39,32
2,male,2,3,2,20210910125510,20220812150958,3,19,0,1.1756323567411848,60,9903,68,2,1,0,2,2,2,1
2,unknown,3,1,0,20220423094406,20240911190252,21,1,1,0.7099529068268686,87,20489,4644,6,6,2,15,11,11,1
1,female,2,0,3,20201013191324,20211206142208,86,44,14,1.413113106577339,49,10193,7561,59,0,49,86,41,64,20
1,female,1,2,1,20240212210246,20241220230710,75,14,16,0.683290312218174,9,1009,807,19,15,51,68,31,15,22
1,unknown,3,2,0,20200811161505,20230122183428,41,32,5,1.0754552997176967,44,29312,2729,35,21,11,35,32,36,34
0,unknown,2,0,2,20210121203402,20210414071935,51,42,1,1.1267980728525893,10,293,240,42,4,42,16,34,18,2
1,female,2,0,0,20220413074423,20230604023608,26,30,18,1.428985620323945,33,10191,3916,1,12,11,16,7,0,9
1,unknown,1,0,2,20221227091534,20240514083440,79,34,19,0.7109124499259019,3,19287,10552,69,37,49,52,23,10,40
2,female,1,0,1,20240905214845,20280302093105,38,42,5,0.5457267216385917,34,39397,27045,8,11,7,25,19,12,8
0,female,2,2,1,20210608231451,20230115010510,21,42,15,1.3440367898041474,53,19507,14323,20,16,15,7,21,10,5
1,male,1,3,0,20220905065239,20250324062352,66,21,9,1.416640085790029,87,29419,20194,38,47,24,25,43,57,53
2,male,2,3,2,20220711102943,20230910153553,53,35,5,0.5446189563580521,22,10200,8223,45,16,26,31,12,41,51
1,female,2,3,2,20201101162133,20230602194633,84,42,12,0.6942970692687126,34,29502,23131,12,83,17,17,63,39,0
2,female,3,0,2,20210115230723,20221117072835,72,13,12,0.8174520811768439,58,11002,6424,19,25,25,31,47,5,37
2,unknown,1,1,1,20211005012949,20241215171052,68,18,16,1.1062206087771187,11,30211,9684,59,15,30,36,3,25,16
1,unknown,1,2,1,20201014212106,20210325000708,3,11,5,1.240781852273359,58,9311,3011,1,1,3,3,0,1,2
2,male,2,3,2,20200201232436,20260609194502,67,6,15,1.0649030196326756,68,60408,44535,28,66,31,20,10,50,16
2,male,1,2,1,20211208001540,20221026192717,21,15,15,0.7776401789399102,49,9819,3683,8,12,12,5,7,5,12
2,female,3,2,3,20220626144434,20290806201530,17,7,13,0.5040717022626987,5,70181,9138,9,15,8,7,8,8,1
1,unknown,1,0,1,20211025135403,20220906100333,28,3,17,0.8836403373241608,89,9881,9095,22,8,27,27,11,17,22
2,male,1,3,3,20230926042038,20230927213729,85,37,11,0.6010516824121457,40,2,1,80,52,72,52,46,1,21
0,female,1,1,1,20200907031303,20210507214702,91,41,4,1.1827195875517265,9,9601,2726,55,36,66,86,6,58,68
2,female,3,1,1,20200629090421,20220803074407,51,34,9,1.3780138821813288,32,20174,5231,2,12,8,17,20,51,9
1,male,2,3,2,20240823093743,20251004202537,66,33,4,0.9493457920804955,50,10182,3322,22,50,52,64,20,44,22
1,female,3,3,1,20231206082928,20270807183136,24,26,5,0.9073382490642607,95,39602,8657,15,23,23,19,18,10,1
1,male,3,3,2,20210319161141,20210616004626,88,2,4,0.9173268801591319,29,297,175,25,22,21,88,58,56,82
2,male,2,0,3,20221212223802,20240906001053,90,22,17,0.7137104736747978,43,19694,2227,81,66,48,34,35,46,90
1,male,2,3,1,20240621220601,20270709055900,37,47,4,0.5600916304171094,7,30088,22332,17,0,18,11,24,14,23
0,unknown,2,0,1,20240306081112,20250506005938,18,18,14,0.6416041198972144,31,10200,4939,2,4,0,14,17,13,6
0,female,2,1,3,20200830021450,20240118174239,83,23,5,1.202630970536786,64,39289,29951,6,44,47,27,1,61,67
0,unknown,2,3,2,20220404223651,20231204195824,44,29,4,0.8907185837061845,56,10800,6634,5,14,17,21,33,41,32
1,unknown,1,2,0,20210324201255,20231003100736,31,7,4,0.6758352259461324,19,20679,20270,9,29,5,19,20,21,13
1,female,1,2,1,20200710101024,20220616212137,24,19,7,1.4803728832605187,64,19907,15814,4,22,3,13,12,15,3
1,unknown,3,0,1,20220620114502,20250610081058,91,9,9,0.6373612070090097,97,29990,26833,32,87,73,60,67,48,13
2,unknown,1,3,0,20201110183455,20230616032851,73,30,7,0.6768579766475648,50,29506,1812,71,46,22,12,55,58,0
2,female,3,0,0,20200216172622,20220307001808,56,40,7,1.325260905066437,81,20091,6445,31,43,52,36,7,24,43
1,unknown,1,2,3,20240906043727,20271128013804,79,43,8,1.0371415344139847,40,30222,6588,77,67,32,38,10,60,73
1,male,2,0,0,20210221183310,20270706113300,65,6,6,1.037888989155792,74,60485,15784,28,26,2,1,33,31,52
0,female,1,0,0,20200717141502,20210410195619,67,17,5,0.7617752805040436,28,9694,8939,39,48,20,52,23,45,43
1,female,2,2,1,20211207132103,20250415221404,40,10,1,1.1922118000595174,15,39209,4980,37,7,35,15,19,38,4
1,unknown,3,3,0,20200523230250,20250421142415,16,20,16,0.6887736230060969,83,49898,26897,3,1,11,3,10,2,2
1,unknown,2,0,2,20240620010457,20280502181348,1,35,5,0.6665277442910011,79,39883,2496,1,1,1,1,1,1,0
0,unknown,2,1,2,20210524011306,20230903051848,42,32,19,1.1628368863425074,11,20380,8231,18,17,37,25,42,18,2
0,male,3,2,0,20200605065058,20260325211536,97,26,7,1.305783713419332,95,59721,25461,45,31,52,61,43,74,54
2,female,3,2,3,20220609032530,20220610213249,73,8,10,1.4682456469727767,58,2,2,18,73,65,17,46,64,62
2,male,1,2,2,20210116002807,20230523111827,7,20,2,1.3607528839744907,88,20408,13790,5,2,4,0,1,1,4
0,unknown,3,3,1,20200331062632,20280401040048,99,28,14,0.859954141104921,62,80070,29664,11,84,48,68,49,89,70
2,male,1,3,0,20200624100515,20200918063235,8,22,18,1.4829323865838506,14,294,256,3,5,2,8,8,7,1
1,unknown,2,1,0,20230213222828,20240322123210,34,26,14,0.6848545849236242,61,10109,1663,34,34,31,17,23,11,7
2,unknown,2,1,1,20220106131420,20270526172230,68,3,2,0.9102422999211508,81,50421,35330,20,22,50,12,32,63,46
2,female,1,1,1,20240224151405,20290919013404,18,43,6,1.0625828646535393,50,50695,49793,14,15,0,5,14,17,7
2,male,1,3,2,20230212012120,20240112055940,88,23,13,1.0472758933309994,41,9901,6613,73,9,34,58,33,38,17
1,female,3,2,2,20210314082507,20230123020048,96,4,6,1.4951820653555727,15,19809,18230,63,17,39,6,43,94,0
2,female,2,2,1,20210703145228,20240526130605,76,21,4,1.4505073884681932,2,29823,11327,59,13,63,66,6,18,26
2,unknown,1,0,1,20230525155436,20241127051521,66,47,3,1.3854525565112181,34,10602,9865,44,37,51,25,42,64,12
1,unknown,2,3,2,20221118005437,20221202171928,3,8,9,0.8509183877771105,68,85,23,3,0,1,3,0,2,2
1,female,1,0,2,20211010033602,20250112212542,31,23,3,0.9566061729709285,9,39103,27008,4,2,24,6,11,0,14
0,unknown,1,0,3,20210713232944,20211227173526,53,13,11,0.7832125975370272,82,514,495,27,22,46,48,45,49,7
2,female,1,2,0,20201012134647,20210504092230,4,16,1,0.9281600294983182,36,9492,6037,4,2,4,3,0,4,4
0,female,2,0,2,20230904153439,20240319063809,91,43,10,0.7733343537707796,83,9415,8723,10,53,78,14,85,31,26
0,male,2,0,0,20200121103344,20241001010100,78,43,13,0.6544080589737085,16,40880,5601,18,66,69,39,10,9,34
1,male,2,3,0,20220804151924,20250331235238,90,5,14,1.439154962852807,97,29528,16530,20,57,71,86,57,66,76
1,female,2,2,0,20230515230134,20270125230138,24,15,13,0.5900974438472659,13,39611,8155,7,10,7,19,21,16,3
2,unknown,2,3,2,20230117193208,20281225164611,84,15,15,1.1544021313991324,86,51108,37494,6,51,68,4,55,80,4
2,male,2,1,0,20200212151717,20230124043534,69,18,13,0.9307632959597184,1,29912,27518,57,28,64,26,47,60,69
2,female,3,2,3,20221015054926,20250328032650,37,45,5,1.2839582940036973,59,29313,4987,24,12,33,5,10,24,17
2,unknown,2,0,3,20200517232256,20211227020710,59,23,10,0.7411008500456122,19,10710,7248,36,5,40,19,52,13,10
2,unknown,2,1,1,20201202172325,20220519121513,43,28,10,1.0898278792399054,84,19317,2616,14,42,40,24,22,39,36
2,male,1,2,3,20230211084708,20290928075019,6,44,15,1.1666323273999604,34,60717,53156,2,2,2,2,2,0,2
2,male,1,2,0,20220318120645,20240420100922,85,22,6,1.3039297225597948,35,20102,8333,48,72,39,19,16,41,28
1,female,1,2,0,20211011204133,20230425190114,70,12,4,0.8060191533764004,32,19414,5612,70,58,64,70,37,70,53
1,female,1,3,1,20210103185955,20220813065948,9,40,16,1.2752394831892628,46,10710,10368,7,8,8,7,9,9,1
2,unknown,2,1,0,20230701175218,20260124140447,70,14,2,0.8653826979784702,19,29423,13312,20,36,24,27,14,48,56
0,female,3,3,2,20220402164730,20251220201915,39,17,9,0.6700258286166004,73,30819,11707,15,33,38,24,30,38,20
2,unknown,3,0,0,20200909232420,20241013101454,93,26,8,1.3104636297846113,6,40104,13945,78,23,76,5,16,56,63
0,female,2,3,1,20230428034031,20260523031356,8,35,4,0.9255185658529098,48,30095,14434,8,5,7,0,8,8,8
1,male,3,2,1,20240101220652,20290425041232,59,10,15,1.0898846857175264,50,50324,31341,3,28,59,29,39,46,3
2,female,1,2,2,20210922154711,20220916111241,24,7,11,0.6377487834944182,49,9994,1120,14,2,13,20,15,19,23
2,male,3,3,1,20230321204616,20231118102922,95,16,13,1.4926852395378603,4,797,716,2,66,60,62,20,18,37
2,female,2,0,0,20220221120200,20290523221804,35,44,17,0.8348191273680422,59,70303,63449,25,21,13,22,1,9,32
1,female,1,0,2,20221117172140,20240819004428,20,48,11,0.9520299896088893,57,19702,14298,5,16,2,6,6,17,17
0,female,2,2,2,20220410212515,20270803212020,87,36,0,1.4322141069528072,85,50393,12542,86,1,9,80,8,20,24
1,unknown,2,0,3,20200306042617,20250811151504,68,3,17,0.8848261429381047,95,50506,37666,64,32,16,60,7,50,61
2,unknown,3,1,3,20230113132446,20240304160028,24,22,6,1.367735191409254,46,10192,9564,21,7,18,13,0,19,14
2,male,2,2,0,20220125204237,20250416065216,57,18,3,1.226456203822857,85,30291,20724,55,52,30,15,18,21,27
0,female,3,1,1,20220509111211,20221125203102,2,3,6,1.3802857851769534,91,617,115,0,2,2,1,2,2,1
1,female,2,3,3,20210301131357,20230527094439,19,21,18,1.0089389003005893,34,20226,15517,2,15,15,4,15,11,8
1,unknown,2,0,2,20220423181251,20290622115641,81,32,13,0.9631429246041601,88,70199,13670,46,62,27,10,51,64,56
2,female,1,1,1,20200911111110,20250920134330,5,36,1,1.0368862238573033,60,50010,25831,4,5,0,4,2,1,2
1,female,2,1,0,20220310110824,20260304050243,72,33,15,0.9569636113508475,30,39994,29970,29,14,48,42,36,43,42
2,female,3,1,3,20210427000518,20211011172900,92,11,13,0.5267357060629662,60,585,222,66,78,73,69,83,22,27
0,unknown,1,1,1,20220816010408,20230401025936,49,31,8,1.0777204894571624,32,9586,9566,20,13,0,43,15,20,20
2,male,1,0,1,20220120152242,20241221164734,56,32,2,1.2851682041360717,76,21102,20786,21,13,11,15,43,17,20
1,female,3,2,0,20200416144918,20240707145451,2,41,17,0.9469955152046857,68,40292,32326,1,1,2,2,1,2,1
2,male,1,1,1,20200422111550,20221021160828,24,7,5,0.9196394489201558,52,20600,914,14,6,0,15,9,3,21
1,female,2,0,3,20201231022934,20251220013711,85,37,6,1.1771768146721147,15,49989,41254,37,69,50,19,49,28,20
2,female,2,0,0,20240705212950,20250927171502,17,23,18,1.18828391153962,58,10222,9660,16,10,1,11,2,14,8
0,female,2,1,0,20200430134643,20201024040659,2,21,7,1.2867973502524568,23,594,53,2,0,1,1,2,1,2
1,male,3,0,3,20200806090841,20270820052426,35,7,1,0.6466235956550086,91,70014,19823,29,28,34,33,5,20,23
1,unknown,3,0,3,20200112222601,20211119202955,37,25,12,1.2582666073584454,6,11007,7198,17,26,33,22,26,20,7
0,female,3,2,1,20240812224805,20291112174757,31,19,10,1.1036362295308235,52,50300,23171,25,2,9,0,2,3,25
0,unknown,2,2,0,20200705192109,20210725075211,73,39,9,1.1769062357166544,27,10020,4703,2,65,13,15,64,25,30
1,female,1,3,0,20230603062033,20260224070028,22,25,15,0.764114534014853,7,29622,13796,4,6,22,2,20,4,3
2,male,2,1,3,20220325013424,20240321184118,98,11,3,1.4448479544820074,9,19997,9450,96,44,54,21,70,69,53
2,male,2,1,0,20200409043206,20240725061058,57,41,11,0.6373470741535008,55,40317,2958,18,0,55,26,47,1,45
2,male,1,0,1,20200914080501,20291011001628,66,38,16,1.3069284106732402,40,90097,46327,52,47,50,13,21,26,55
1,unknown,1,2,3,20220627211249,20290813050011,3,14,2,0.5989765719080156,35,70186,59323,2,1,0,1,1,1,1
2,unknown,2,2,3,20201210170443,20291216225829,49,1,7,0.9004462147301857,51,90007,51459,20,32,35,8,4,22,41
2,unknown,1,2,1,20201002115027,20240721103305,82,1,13,1.1453700752235632,28,39719,10177,47,60,16,70,33,43,67
1,unknown,3,0,3,20230830195224,20240921203252,63,29,11,1.171762999415105,14,10092,6079,51,62,58,37,63,9,6
1,male,1,2,0,20210322142318,20280709141008,57,10,2,0.7931522737525905,26,70387,19186,23,2,23,54,32,5,41
2,male,2,0,3,20220823054146,20240825033535,67,25,15,0.5121530917872261,51,20002,19296,64,10,56,1,4,64,64
