gender,C_api,C_man,E_NEds,E_Bpag,firstDay,lastDay,NEds,NDays,NActDays,NPages,NPcreated,pagesWomen,wikiprojWomen,ns_user,ns_wikipedia,ns_talk,ns_userTalk,ns_content,weightIJ,NIJ
1,male,2,1,2,20195854274878,20195854617918,23,1,1,4,15,6,15,1,2,21,4,4,1.296793445021307,76
0,male,2,0,1,20005741216023,20005741319057,90,1,1,36,6,62,12,18,58,18,10,64,0.7068217459318558,70
0,male,2,2,0,20036432437026,20036432631257,81,1,1,23,8,52,73,29,25,52,32,23,0.7569106415173911,11
2,female,1,2,2,20048174707246,20048175372457,86,1,1,41,15,22,32,57,33,6,35,29,1.3563604847076705,87
2,male,1,3,0,20159384039107,20159384670305,79,1,1,34,2,57,46,71,48,4,3,66,0.6559590250744408,49
2,male,1,3,2,20177278817138,20177279814842,26,1,1,49,5,20,24,19,12,19,17,13,0.8702829658546375,3
1,male,2,1,2,20044946638532,20044946770967,14,1,1,41,4,5,10,1,11,11,8,4,1.4257982611248285,18
1,unknown,3,0,0,20060597106004,20060597490518,35,1,1,13,18,28,5,12,25,12,3,1,0.7185883701068398,76
1,male,1,3,3,20185176064857,20185177017353,52,1,1,29,3,51,41,33,24,5,50,8,0.6800383800786921,76
1,male,1,1,1,20089204708708,20089205445970,93,1,1,14,12,37,1,58,76,92,15,88,1.2212122278007378,56
2,female,2,0,3,20221950600644,20221951478833,99,1,1,38,5,91,1,74,24,39,59,43,0.5616667797974298,55
2,male,1,1,0,20171098525775,20171099515197,14,1,1,3,1,9,4,9,10,5,9,4,1.1074388413127534,8
0,female,3,3,3,20005366065590,20005366804756,29,1,1,41,11,24,16,9,2,25,25,14,0.9196167088888034,16
1,male,1,1,2,20017380167580,20017380772537,59,1,1,43,4,50,29,15,10,42,8,38,0.815180973957356,92
2,female,3,0,1,20117486851543,20117487061038,44,1,1,36,1,17,35,30,27,17,42,12,1.0116446464391915,8
2,unknown,3,1,2,20067621578518,20067621750897,64,1,1,24,12,16,0,13,24,21,15,60,1.038901078898983,51
1,unknown,2,0,2,20116555438938,20116555943541,48,1,1,23,13,6,0,40,38,3,18,21,1.1063070573381282,92
1,male,2,0,1,20076763246088,20076763742939,52,1,1,31,7,45,18,42,45,27,11,32,0.6291629111099879,19
2,male,1,0,2,20003973289950,20003973406228,95,1,1,4,4,65,11,20,15,18,57,65,1.1016864012344159,84
2,male,1,2,0,20030040055256,20030040193786,33,1,1,49,4,20,25,2,24,22,5,9,0.7117417779418119,86
2,female,1,3,1,20155053258739,20155054253530,84,1,1,35,6,25,34,44,9,77,65,37,0.8791931153107673,35
2,female,2,3,1,20198786580868,20198786843478,59,1,1,16,19,45,30,42,20,42,32,17,1.4444652687380946,33
0,unknown,1,0,1,20047973011792,20047973434645,51,1,1,31,12,39,19,17,21,46,50,48,0.5499837923312482,93
2,male,3,1,1,20121055363076,20121055882786,41,1,1,46,0,37,39,33,7,32,29,39,1.2020357114616962,93
2,male,3,3,0,20121591698685,20121592292769,90,1,1,14,14,50,73,45,30,52,9,13,0.6714498908062525,19
2,female,3,1,3,20020514656934,20020515415826,18,1,1,15,9,6,12,1,11,16,1,17,1.4407250858546605,26
0,female,1,3,0,20191741846636,20191741918423,26,1,1,19,6,7,17,9,18,6,9,25,1.1523972517000827,64
2,male,2,0,2,20050383305739,20050384260417,42,1,1,15,17,5,9,13,11,24,3,19,0.9670630751145691,5
1,female,3,3,3,20175283059414,20175283220668,76,1,1,15,12,50,68,32,5,44,60,30,0.5262140877183688,97
1,unknown,3,1,3,20073929125942,20073929931883,22,1,1,49,19,3,2,8,19,8,16,4,0.7118626312977935,91
1,male,3,0,2,20031922360687,20031922526665,31,1,1,44,5,23,13,13,12,21,15,5,1.0805111982097255,40
1,female,2,1,3,20097304178869,20097305026558,17,1,1,1,13,8,3,13,3,9,16,4,1.4293435204661704,89
2,male,2,2,2,20036303510008,20036304001878,60,1,1,43,8,58,42,43,8,2,55,18,0.939670590184036,50
2,male,2,0,2,20023666370994,20023666686444,98,1,1,20,11,34,18,16,47,6,94,60,0.5134878416876127,48
2,female,2,2,1,20229685148549,20229685202129,69,1,1,26,13,30,33,43,68,47,35,33,1.191218060420404,37
0,female,3,2,1,20147001807117,20147002165128,72,1,1,31,17,36,7,29,36,45,20,30,0.6566828119179163,24
2,male,2,3,0,20152416774261,20152417537004,94,1,1,34,8,4,29,31,49,50,92,3,1.4563148952527214,80
1,male,2,3,1,20182603121494,20182603725490,68,1,1,28,0,16,65,12,54,7,64,11,1.4673396954933713,62
2,female,1,2,3,20035244093605,20035244330816,35,1,1,15,18,20,17,9,3,23,28,8,0.6636502883289589,39
0,male,2,1,3,20224058754488,20224059191654,76,1,1,11,15,46,18,38,28,60,13,25,1.3503480467476519,92
1,female,2,3,0,20119215713350,20119216301627,5,1,1,38,3,1,4,3,2,1,4,3,1.0260305484445165,30
2,male,2,0,3,20224546396814,20224546718419,91,1,1,27,17,37,41,76,66,80,28,85,0.8346077432482901,17
1,unknown,1,3,0,20182333228951,20182334125915,7,1,1,9,1,6,1,1,1,6,1,6,0.736534882908611,54
1,male,3,3,1,20219506640624,20219507430037,61,1,1,26,1,38,53,1,57,55,1,35,0.5925652608319488,74
1,female,2,3,0,20170557694477,20170558685329,33,1,1,8,14,30,31,16,8,6,9,18,0.7035137413198362,93
1,unknown,3,0,0,20032904337053,20032904654671,66,1,1,16,10,36,10,62,38,40,39,14,0.785211205880796,32
2,female,1,1,2,20080735752659,20080736268098,3,1,1,32,13,0,2,1,1,0,0,1,1.4518756752649709,28
0,female,3,3,2,20107876149409,20107876561066,16,1,1,16,12,12,6,9,9,15,2,7,0.8528666973090142,12
2,male,1,1,1,20028981471740,20028981845397,13,1,1,6,10,4,8,6,2,11,0,9,1.018904706402668,33
2,unknown,1,2,2,20223150211825,20223150791119,72,1,1,41,7,62,47,39,33,17,50,63,0.9161985461256064,50
2,unknown,1,0,1,20122725482478,20122725886807,70,1,1,21,8,56,6,50,69,33,16,44,1.0527685567276057,34
1,female,2,1,1,20178992462901,20178992718788,79,1,1,24,14,0,29,77,49,33,3,62,0.9319984290284994,17
0,female,1,3,0,20190320938069,20190321376406,56,1,1,34,12,44,28,46,34,54,41,17,0.6917948485135211,66
1,male,1,1,3,20000292053257,20000292458968,14,1,1,25,10,2,11,2,2,7,6,3,1.3970154198730942,20
1,unknown,3,0,2,20056854537581,20056854990030,58,1,1,18,15,0,38,13,38,38,57,47,1.1907294952559977,84
0,female,1,2,1,20183282210402,20183282807528,52,1,1,21,1,19,23,36,5,19,29,39,0.8265344813611963,80
1,male,1,2,3,20190204770614,20190205267292,7,1,1,5,7,6,5,1,4,0,1,2,0.9011363094384867,73
0,male,1,2,2,20173485066474,20173485609057,66,1,1,17,18,35,43,43,41,29,50,51,0.8167064583601693,40
1,male,3,3,3,20011752023463,20011752118099,4,1,1,15,10,2,1,2,3,2,0,1,1.1818571117793442,73
0,female,3,0,1,20153929513353,20153930435025,73,1,1,49,8,40,34,39,25,37,25,2,0.5374833143435657,11
2,male,2,1,3,20077856161121,20077856450200,42,1,1,5,10,34,2,14,34,39,6,19,0.7406044368494895,69
1,unknown,2,2,0,20026653328371,20026653820132,78,1,1,37,12,12,67,1,66,4,14,31,1.3319827721719473,52
1,male,1,1,1,20108280122837,20108280819532,35,1,1,18,17,6,23,5,28,12,11,24,1.3881505032128136,5
1,female,1,1,2,20162794333244,20162795310560,77,1,1,12,8,19,71,41,36,60,41,19,1.2559560178615439,98
1,male,1,1,3,20150022392468,20150022764049,87,1,1,21,2,57,73,72,67,40,86,44,0.6468330897027439,6
2,female,3,1,3,20004829979477,20004830198369,51,1,1,17,18,33,37,23,6,49,44,6,0.9315069314091007,51
0,female,2,0,1,20150123754649,20150124664963,53,1,1,1,5,23,11,44,8,11,7,18,1.2824533111645866,23
2,female,1,3,3,20192934347832,20192934555900,62,1,1,27,18,31,12,48,58,52,15,21,0.7521460993129404,65
0,unknown,3,1,2,20051909175854,20051909668782,33,1,1,33,4,21,16,31,2,28,14,21,1.3827239869291992,88
2,female,3,2,2,20169697200668,20169697952930,66,1,1,48,8,42,33,27,39,49,53,6,0.6749286617244569,56
1,male,2,3,2,20026580033143,20026580469499,72,1,1,34,17,34,29,14,8,24,31,57,1.2225526695236983,37
1,male,2,3,1,20121140326965,20121141285716,77,1,1,19,10,32,48,37,51,4,14,68,1.1136332129425157,5
0,female,3,3,0,20099825023734,20099825605328,47,1,1,18,4,34,24,7,9,45,5,17,0.950079713999698,92
2,male,1,3,0,20073943607949,20073943914705,94,1,1,29,8,26,84,79,19,60,55,7,0.8815888202695955,18
2,female,3,2,0,20113569217260,20113569886609,78,1,1,31,14,76,17,40,19,37,58,0,1.4210914120291283,47
0,female,2,1,3,20029149264759,20029150017045,34,1,1,34,17,8,4,19,3,16,30,19,1.089454161360945,77
1,female,2,0,0,20012794490719,20012795193947,19,1,1,23,13,15,13,0,5,4,8,6,0.7393913680764225,90
1,female,3,0,0,20128609060127,20128609374642,54,1,1,41,3,18,12,45,0,33,29,26,1.2000563905921857,1
2,unknown,1,1,0,20133912130470,20133912958601,19,1,1,37,14,2,2,8,12,6,6,1,1.022196845874772,72
0,female,1,3,0,20019104447340,20019105167597,96,1,1,25,7,45,20,89,88,59,23,60,1.276089036871415,57
2,male,2,1,3,20053617294229,20053617439917,61,1,1,35,3,40,33,52,37,14,60,30,0.5921899574107362,53
2,male,2,2,2,20223995993495,20223996910570,84,1,1,10,4,55,30,56,51,32,34,8,1.261343216709724,63
2,female,2,2,1,20032007639384,20032008597573,71,1,1,48,5,33,14,12,30,39,55,67,1.0582171034569734,79
1,female,1,2,3,20195773759739,20195773780320,38,1,1,28,17,18,13,26,29,7,8,15,1.2433267336945395,83
1,female,2,3,1,20044647254138,20044647715361,55,1,1,16,19,51,17,21,18,48,17,42,0.6063843716812974,87
0,male,2,1,0,20197547792117,20197547921741,64,1,1,33,6,24,29,57,8,52,14,20,0.6757285330008883,90
2,unknown,1,2,3,20035104546527,20035104783380,84,1,1,27,12,8,17,62,36,50,40,4,0.7645141259756758,22
1,female,2,3,1,20116225945679,20116226411209,4,1,1,28,8,1,3,2,3,2,1,3,0.7062897982423061,44
0,male,3,3,0,20161539402701,20161540325029,21,1,1,6,4,16,13,12,5,5,1,5,0.6415148106055689,8
1,male,1,3,3,20097396765782,20097397119381,42,1,1,9,14,23,13,4,27,11,6,4,1.0478430637543545,77
2,male,1,1,3,20068280038339,20068280118582,27,1,1,45,11,12,6,11,26,17,22,25,0.9525579920029726,27
0,male,3,0,1,20153349120820,20153350117943,83,1,1,23,2,60,54,69,42,60,21,61,1.3390364366536214,59
1,female,2,1,2,20217869992787,20217870260027,57,1,1,30,2,27,42,18,36,56,40,54,0.9125601799082058,89
0,female,1,3,2,20175037238765,20175038097024,69,1,1,3,7,0,60,38,30,34,54,44,0.9536023172661761,80
2,male,3,2,2,20157126713866,20157127392188,65,1,1,17,9,25,30,36,34,21,52,13,0.6230952342566852,97
2,male,3,0,1,20229319645984,20229320183342,5,1,1,37,19,2,2,0,0,1,3,2,1.2532052560325186,40
0,unknown,3,1,2,20183768116289,20183768391262,15,1,1,44,18,8,13,3,14,7,7,6,0.7309409126536898,42
2,female,1,1,0,20125021144908,20125021836003,6,1,1,14,0,4,1,4,2,3,0,1,1.4879539571811717,99
2,unknown,1,1,2,20064931622449,20064932182484,31,1,1,25,9,16,16,6,4,8,3,12,0.5820026131810625,48
2,male,2,3,0,20156856836526,20156857010077,63,1,1,28,0,15,45,25,53,3,20,54,0.9168798727300108,90
2,male,3,3,3,20107133934257,20107134237227,89,1,1,33,5,2,31,20,44,66,40,83,1.4152567711051458,82
2,male,2,3,1,20146483581728,20146483848879,82,1,1,12,7,32,59,14,69,21,66,73,1.3951868339054778,93
2,male,3,0,2,20057385006296,20057385211951,55,1,1,32,5,10,49,31,10,47,1,2,1.4885857329400405,73
1,male,2,1,1,20111575090027,20111575163517,12,1,1,13,6,5,0,4,2,1,7,5,0.6136645226290518,92
0,unknown,1,2,1,20223741600654,20223742165261,77,1,1,26,7,68,23,68,32,60,75,45,0.9475513824689573,47
2,male,1,0,0,20050466784498,20050466949168,68,1,1,44,5,61,13,22,53,48,40,60,1.0362219108955784,26
2,female,1,0,2,20042310333738,20042311132552,70,1,1,19,13,25,69,62,69,26,3,63,1.43858577122545,65
1,female,3,1,0,20163238296000,20163238905816,63,1,1,38,8,59,15,3,5,20,42,32,1.457500306672459,32
1,male,2,0,0,20219492003439,20219492876901,20,1,1,43,12,15,19,0,8,1,16,14,1.2265146435185623,48
2,unknown,1,1,3,20068910621571,20068911060637,41,1,1,14,3,3,24,13,13,34,19,29,0.7452309196730091,57
2,female,1,2,1,20193209411079,20193209422322,46,1,1,10,11,0,25,44,35,11,23,33,0.5022336261896485,78
2,male,1,0,2,20143264595923,20143265223515,47,1,1,32,18,39,14,0,16,8,10,42,1.1200664836108238,50
1,female,2,2,1,20040968648791,20040969295564,8,1,1,41,18,1,3,3,5,7,4,4,0.87250353406339,17
2,male,1,1,1,20017418125454,20017418309314,93,1,1,26,0,16,75,26,30,32,23,86,1.0610114745597565,97
2,female,2,1,0,20035432390732,20035433350628,6,1,1,9,14,3,2,0,4,1,0,4,1.4655686150140468,95
2,unknown,3,1,3,20181468817174,20181469782222,29,1,1,22,0,22,16,4,6,25,28,9,0.986395870965613,17
1,female,3,2,0,20091670898559,20091670916377,76,1,1,3,5,66,9,74,43,18,46,62,0.8313561481816378,70
1,female,2,0,0,20072349704829,20072350043679,12,1,1,33,17,3,8,9,1,4,5,11,0.5863217453589434,83
2,male,2,2,2,20165845934574,20165846123573,87,1,1,46,17,15,44,74,17,66,78,29,1.3727141239406482,93
1,female,1,2,1,20037165439740,20037166380474,48,1,1,29,7,10,42,7,8,46,0,24,0.7670320371017195,61
1,female,1,2,2,20209142060147,20209142527804,99,1,1,34,9,97,80,18,51,55,38,43,0.5376095067931607,91
1,male,1,3,2,20085753246839,20085753530133,71,1,1,29,12,1,13,36,11,32,35,59,0.8786434315896017,20
2,male,2,1,0,20015517995646,20015518266992,34,1,1,37,11,1,23,28,27,17,6,1,1.4159785611155153,42
1,female,2,2,3,20149178703381,20149179277053,12,1,1,10,11,1,4,5,10,9,7,9,0.6237164956280691,61
2,male,1,1,0,20191099389891,20191099740877,53,1,1,25,3,38,18,11,45,30,35,39,0.6659358114989881,75
2,female,1,3,0,20203853629249,20203854079628,76,1,1,9,11,35,64,60,25,12,32,47,1.1972703440972756,25
2,unknown,2,3,2,20226859564857,20226860492027,74,1,1,14,10,38,42,47,68,32,73,25,0.5318830746193822,77
2,male,1,0,2,20104189794662,20104190592631,31,1,1,15,8,2,29,28,1,1,26,27,1.4162010104961076,47
0,unknown,2,0,3,20046803623825,20046803687910,4,1,1,6,5,1,1,2,3,3,0,0,1.0545793722909673,16
1,unknown,1,0,3,20042738267271,20042739089587,72,1,1,5,17,64,43,33,60,17,16,48,1.0105252764633543,64
0,unknown,1,0,1,20168811052496,20168811492011,40,1,1,21,10,37,36,29,1,33,25,3,1.4114115687175643,96
1,male,1,2,3,20227317372026,20227317542747,23,1,1,12,0,18,16,2,14,15,20,8,1.4614895891075341,67
0,male,2,2,0,20047110028095,20047110712064,1,1,1,17,0,0,0,0,0,0,0,0,0.6478948216153971,95
1,unknown,1,0,1,20005942293442,20005943179509,79,1,1,44,10,74,64,61,21,76,18,75,1.4941692427059867,85
1,unknown,1,1,3,20140629228995,20140630092721,99,1,1,42,18,31,21,38,17,43,25,33,0.7462653490569161,34
1,female,1,2,3,20088505104260,20088505161286,80,1,1,38,6,77,27,15,42,4,62,26,1.0731370348852918,40
1,unknown,2,0,3,20033031368082,20033031869551,11,1,1,13,17,2,7,5,8,5,0,6,1.4954854866136964,57
2,male,2,1,1,20129744228830,20129744459943,50,1,1,8,16,7,1,6,13,15,11,5,1.3430657592983426,1
2,unknown,1,2,2,20192591610589,20192592275149,9,1,1,32,14,8,3,0,2,0,6,5,0.7874276823160075,38
2,female,2,1,0,20143797254759,20143797633269,59,1,1,1,16,51,35,35,16,19,17,37,0.7381431676122688,51
1,male,3,1,3,20112518496954,20112519476520,35,1,1,9,1,19,1,18,24,26,14,28,1.0810471603271403,51
2,male,2,3,3,20126913208968,20126913522783,59,1,1,28,13,30,10,25,40,33,58,3,1.1719068154801808,39
1,female,1,0,1,20191331879018,20191332666209,45,1,1,47,13,3,1,6,3,31,2,0,0.7227158497266457,41
2,male,3,1,1,20063598143242,20063598814935,49,1,1,2,13,14,41,12,0,44,17,21,1.3533445436200986,5
2,male,3,0,0,20070271169601,20070271550546,64,1,1,3,6,37,43,63,41,30,54,2,0.7044997460601325,56
1,unknown,3,3,2,20171545994749,20171546840575,76,1,1,32,11,16,25,30,51,1,28,68,1.285412976434956,99
0,female,1,3,0,20156237191782,20156237844395,76,1,1,18,0,69,74,74,67,15,54,46,0.9548522891012363,21
0,unknown,2,2,1,20206613882422,20206614579020,51,1,1,10,4,50,20,28,37,13,23,26,0.7353797141237707,69
2,male,1,2,3,20189270495707,20189271220221,68,1,1,21,9,14,60,43,16,49,34,22,0.6928724115814666,15
0,female,1,2,0,20160873262408,20160874195327,2,1,1,10,7,1,0,1,0,1,1,1,0.7732644230661498,49
0,male,1,0,3,20182011930826,20182012661119,56,1,1,11,8,27,29,0,24,53,18,42,0.6105747837879095,31
1,unknown,1,0,2,20094844690799,20094844954972,7,1,1,1,7,2,3,3,0,2,2,2,1.385044999775365,21
2,female,3,2,2,20143529007753,20143529566128,67,1,1,4,3,19,43,18,63,28,47,40,1.0840219160959421,95
2,male,3,3,1,20137903687173,20137903782559,56,1,1,46,0,10,50,27,26,4,23,23,1.496882207549262,36
1,female,2,0,1,20000654690919,20000655088261,26,1,1,21,13,18,18,16,15,9,22,15,0.9815326182639809,1
2,female,2,2,2,20189151778929,20189152502794,80,1,1,30,16,45,67,27,65,47,78,66,1.153614248321181,92
1,male,3,0,0,20143481772618,20143482350855,14,1,1,37,19,12,9,12,0,6,9,13,0.9119751001563288,8
0,female,2,2,3,20003690630719,20003691019979,15,1,1,41,1,0,11,11,8,10,1,7,0.5062222482040881,45
0,female,1,0,3,20214294258030,20214294570021,56,1,1,2,8,52,21,14,40,1,4,34,0.9235033849698854,32
1,female,2,0,1,20228277464558,20228277667806,46,1,1,32,8,40,32,21,38,26,13,16,0.8083449481324237,39
2,male,2,2,2,20191006459280,20191006561139,72,1,1,26,0,15,41,11,23,33,30,53,0.687219960797503,2
2,unknown,1,1,0,20089453866866,20089453867461,70,1,1,28,15,27,43,68,36,61,4,60,0.8405889817686769,81
2,female,3,3,2,20181965909802,20181965936847,84,1,1,2,13,70,44,67,58,46,0,39,1.1206714791035366,94
1,male,3,3,1,20205835066061,20205836027176,66,1,1,29,19,2,31,4,26,28,38,27,1.152558826723563,28
2,unknown,3,1,2,20053758969981,20053759709717,26,1,1,31,18,10,17,5,9,21,2,7,0.5652943855026514,54
1,unknown,2,3,3,20180697269436,20180697864887,81,1,1,15,11,61,64,13,21,14,16,16,0.9235833649327602,90
2,female,1,3,2,20035114562289,20035114773752,45,1,1,49,1,23,15,8,41,40,31,23,0.6315130396953406,36
1,male,2,2,1,20052811606244,20052812051355,25,1,1,40,8,8,0,24,2,14,23,23,1.1233461893563748,11
1,female,2,3,2,20002709073178,20002709213447,64,1,1,31,2,18,3,47,62,43,34,47,0.731857271299664,23
2,female,3,0,1,20121849799788,20121849982005,56,1,1,20,6,23,5,32,26,49,0,28,0.590378911815447,65
0,female,3,3,0,20043451424964,20043452062160,42,1,1,19,13,31,31,38,32,25,25,34,1.484152396884677,2
2,unknown,2,1,0,20122855769446,20122855928284,89,1,1,37,5,52,78,21,3,67,51,55,0.9860050618562674,6
0,unknown,1,0,1,20124454369930,20124455252121,62,1,1,34,18,33,12,4,49,43,44,15,0.6243795331880103,47
2,male,1,1,1,20191486815401,20191487436671,11,1,1,12,13,7,1,7,10,5,4,1,1.35211499611471,66
2,male,1,3,0,20081310039328,20081310936296,1,1,1,10,14,0,0,0,0,0,0,0,0.5786902622271797,32
1,male,1,2,1,20185293214852,20185293849231,90,1,1,15,18,25,61,64,31,75,21,20,1.2452801085877867,83
2,male,1,0,1,20179959869782,20179960269164,45,1,1,38,4,31,25,39,25,37,8,39,0.7026538736219682,48
2,male,2,0,1,20008500144574,20008500357967,14,1,1,5,15,1,9,13,9,1,2,10,0.9229298415446637,60
