gender,C_api,C_man,E_NEds,E_Bpag,firstDay,lastDay,NEds,NDays,NActDays,NPages,NPcreated,pagesWomen,wikiprojWomen,ns_user,ns_wikipedia,ns_talk,ns_userTalk,ns_content,weightIJ,NIJ
2,male,2,2,1,20068748374946,20068748916454,72,1,1,16,17,56,14,1,47,36,62,26,0.8456309306766544,9
0,unknown,2,3,1,20226460486740,20226460500653,19,1,1,24,1,14,9,10,11,17,10,16,1.0576033802261484,67
1,male,1,3,0,20129014893658,20129015883451,95,1,1,44,18,23,9,29,91,33,89,74,0.7967871183654445,90
0,female,2,1,3,20032320590943,20032321039197,35,1,1,28,13,34,2,3,25,11,5,24,0.6060226578076384,76
2,male,1,0,1,20192284681388,20192284702299,25,1,1,25,9,6,19,6,13,13,6,13,1.1957002632620077,73
2,female,3,0,0,20136974493354,20136974584688,93,1,1,14,6,23,7,14,43,12,19,10,0.5067454798029666,18
0,unknown,2,2,0,20140688637133,20140689552565,77,1,1,15,9,16,48,47,11,50,70,29,1.3978117608785712,33
1,unknown,2,3,3,20122182438051,20122182843694,67,1,1,22,11,54,42,50,1,53,28,0,1.010899337991372,13
1,unknown,1,0,0,20032165449840,20032165659994,25,1,1,38,7,13,18,3,24,14,8,13,0.7671920648346985,33
0,female,1,0,3,20123749375235,20123749595892,6,1,1,27,7,3,2,0,1,1,1,5,1.3257923268221417,73
1,male,2,3,1,20011453921125,20011454686391,6,1,1,23,4,1,4,4,0,2,3,5,1.252014737528107,91
0,male,2,2,0,20023155949057,20023156759569,11,1,1,26,12,1,5,2,3,7,4,1,0.9310771766296108,57
2,female,2,1,3,20109873885140,20109874527309,90,1,1,38,9,26,14,56,26,85,33,8,1.360561453123358,49
1,male,1,1,2,20124058178842,20124058763709,80,1,1,38,12,17,56,14,11,42,43,17,0.6000486922865554,99
2,male,3,3,0,20141678562413,20141679284233,65,1,1,40,4,37,59,4,51,19,62,10,1.4203011538110875,44
1,female,3,2,2,20201818183796,20201818230708,20,1,1,3,3,8,8,14,10,14,6,4,0.5686261871268745,15
2,female,1,0,3,20123051002510,20123051436441,28,1,1,25,7,3,26,12,1,10,1,17,0.9709557232146774,98
2,male,1,3,3,20093315880650,20093316394652,65,1,1,24,16,5,48,9,26,53,39,20,1.3696697481280848,22
2,unknown,3,0,3,20129961346136,20129961539271,55,1,1,39,15,16,12,23,37,1,18,32,1.4373786284029328,85
2,unknown,2,1,1,20209247950855,20209248379052,53,1,1,47,16,43,49,1,32,2,29,15,1.3160558070611226,49
2,male,1,0,1,20049229726560,20049230097442,13,1,1,33,6,10,1,7,4,10,1,2,0.8455029377623751,34
2,unknown,1,2,3,20159349561118,20159349971236,33,1,1,8,17,0,10,10,5,1,16,19,0.7421797843049552,21
2,male,1,2,1,20226839089754,20226839722641,69,1,1,43,17,17,54,16,49,31,19,34,1.355683394039969,72
0,unknown,1,0,1,20159989258880,20159990173192,29,1,1,14,1,17,23,4,6,12,22,3,1.4478992902984102,59
1,female,2,0,3,20195845532647,20195845847471,69,1,1,14,16,8,54,66,30,66,68,2,0.6152485197960518,62
1,male,1,0,0,20218270088800,20218270979028,41,1,1,7,11,3,11,37,4,6,20,32,1.2563863796215164,39
2,female,1,2,1,20186291070650,20186291094933,8,1,1,12,16,5,2,2,0,5,7,0,0.8128630704736006,71
1,female,1,1,2,20092786257158,20092786538947,47,1,1,42,3,30,29,16,38,40,29,37,1.4006850893452996,59
2,female,2,2,0,20013116823563,20013117180427,68,1,1,16,2,60,22,46,63,33,8,63,0.9214354001126985,11
2,female,1,3,2,20191322293661,20191322531330,65,1,1,12,8,33,31,37,37,32,54,28,0.9256074865348576,8
1,male,1,2,3,20196469356048,20196469858938,2,1,1,17,11,1,1,0,0,1,0,0,0.9950547251724019,22
1,unknown,1,0,3,20087563505671,20087563852343,60,1,1,9,9,59,9,32,13,16,21,27,1.4623352049272564,69
2,male,2,2,3,20227361105166,20227361522459,5,1,1,2,18,3,1,2,4,3,1,3,0.8512935985910997,46
0,male,2,0,0,20035654560234,20035654852385,87,1,1,26,14,18,43,33,58,85,78,66,0.8198437025811504,80
1,male,2,2,1,20145744381511,20145745125522,89,1,1,44,6,76,35,61,50,26,8,6,0.5773055951007598,47
1,unknown,1,3,1,20165061736906,20165062451095,74,1,1,12,15,15,73,29,73,38,63,40,0.9140103331610077,12
1,male,2,2,0,20097000156449,20097001116568,7,1,1,29,15,6,6,3,3,0,4,5,1.140762107390064,55
1,female,1,0,0,20035328012727,20035328875156,79,1,1,35,10,11,22,58,67,32,3,34,0.7792285221551223,71
1,male,3,0,2,20187339802608,20187340356840,33,1,1,20,4,8,28,29,10,29,15,29,0.6102530973972714,11
0,male,1,0,2,20052106272103,20052106549449,95,1,1,29,13,54,65,0,87,0,11,88,0.9756534985660955,98
2,female,2,1,1,20166175476053,20166176291061,83,1,1,20,10,62,74,13,1,49,77,15,1.0142654719081137,34
2,female,1,3,2,20194259440817,20194259524264,24,1,1,1,14,9,3,19,11,21,4,6,1.439651609006933,56
2,unknown,2,3,0,20220354507874,20220355056262,80,1,1,23,4,39,66,64,25,21,43,17,1.497308296276246,6
0,male,1,0,3,20096470733230,20096471138059,69,1,1,29,16,3,44,30,32,35,37,4,0.9937293896477217,4
0,female,1,1,2,20087524594172,20087524786070,25,1,1,11,4,2,11,24,18,15,13,5,1.416400761821507,37
0,female,2,1,1,20046902299858,20046902531563,67,1,1,39,19,50,41,48,45,42,33,60,1.2811987324242182,49
2,unknown,2,0,1,20164835564822,20164835809141,34,1,1,12,9,12,32,8,26,13,2,2,0.7912313953169624,33
0,male,2,3,1,20225365120290,20225365458681,94,1,1,32,1,84,72,17,36,52,93,75,0.5987075183758321,42
2,male,2,3,2,20147277654662,20147278392848,92,1,1,39,17,87,9,63,48,7,44,77,1.4831314174513306,69
2,male,1,0,0,20125917326885,20125918160555,33,1,1,37,11,5,5,11,24,21,27,30,0.832492124920265,19
1,male,2,0,3,20170587154693,20170588065299,85,1,1,8,16,14,48,58,73,69,12,28,1.0066486089006075,39
1,female,3,2,3,20137628026044,20137628800705,26,1,1,48,18,20,16,25,6,2,13,17,1.149514259877482,76
2,unknown,1,1,1,20156586921119,20156587311115,79,1,1,17,4,71,20,30,19,0,30,66,1.0308111040838042,58
1,unknown,1,0,1,20027233695852,20027234669735,90,1,1,19,18,71,48,75,30,47,13,41,1.072273065878663,24
2,female,2,2,3,20066583520877,20066583790762,33,1,1,44,14,8,4,27,28,10,32,30,0.7502206002047928,24
2,male,1,0,1,20008675167423,20008676162900,74,1,1,25,3,35,2,14,67,20,34,44,0.8653392618291958,79
1,female,2,1,0,20213243503400,20213243734835,11,1,1,45,14,0,0,2,2,4,8,8,1.173476668438957,22
1,female,1,3,0,20155792643337,20155793402875,90,1,1,37,9,19,73,76,54,85,76,78,1.4484419645738038,63
1,female,1,3,0,20152244615486,20152244695414,99,1,1,46,16,60,70,94,87,55,96,9,0.8309102261226217,77
1,male,2,0,1,20127631768948,20127632410747,72,1,1,35,10,42,4,1,42,59,30,5,0.8063320798585889,70
1,female,2,2,1,20039841519541,20039842455348,96,1,1,16,19,46,16,87,1,65,31,56,1.0266801632968616,35
2,female,1,0,1,20141129789730,20141130572016,80,1,1,37,10,11,11,55,48,72,2,4,0.6902067212233467,12
1,female,2,0,3,20115262895706,20115263479680,2,1,1,23,19,0,1,1,0,1,1,0,0.8992468399538143,49
0,male,2,0,2,20158412362481,20158412756279,33,1,1,35,17,10,21,12,2,23,11,10,0.536362248895165,66
0,unknown,2,3,1,20072352767601,20072352903496,85,1,1,36,3,43,7,38,73,57,80,53,0.9867368033970454,48
2,female,2,1,1,20052877868430,20052877933548,14,1,1,21,11,11,10,5,12,10,2,10,0.7658548901343691,58
1,female,2,1,0,20200170052044,20200170824671,10,1,1,12,19,0,7,0,3,4,4,0,0.5624878377296385,79
0,unknown,1,2,0,20008082745951,20008082800998,30,1,1,3,19,29,23,22,20,28,16,23,1.0208937814300119,11
1,female,2,3,1,20120538234468,20120538401179,66,1,1,18,1,62,21,30,15,24,32,60,0.6324042646461294,96
1,female,1,0,1,20147038508304,20147039447017,27,1,1,9,7,26,22,13,23,4,13,1,1.3120645878189792,16
0,male,2,0,0,20100169019445,20100169731764,87,1,1,36,12,18,18,0,81,18,27,14,0.8165871690650293,85
1,male,2,0,2,20020391867187,20020392007465,7,1,1,16,5,6,6,0,3,4,4,3,0.7040889437411145,96
1,male,1,1,0,20096416336251,20096416759528,57,1,1,7,17,28,17,0,5,19,24,25,0.8020169702781953,53
1,male,2,0,3,20011517082308,20011517273528,58,1,1,11,5,5,28,11,10,46,55,53,1.4545351410115015,15
1,male,2,1,2,20190304300993,20190304634748,6,1,1,10,19,4,2,4,3,5,0,5,1.154112190724309,93
1,female,2,2,3,20156044622388,20156045114255,27,1,1,2,11,16,22,1,4,15,25,18,1.4275773150584028,66
1,male,1,2,2,20160598893335,20160599825605,24,1,1,41,15,23,3,6,3,19,18,5,1.0691933545063363,92
1,unknown,1,1,2,20226566641533,20226567343531,37,1,1,17,15,26,21,28,4,31,33,20,0.5701488151771605,67
2,female,2,0,0,20045292413323,20045292775304,26,1,1,24,8,16,5,3,13,10,2,19,1.1397829805040192,48
2,female,2,2,3,20195494825333,20195495103747,90,1,1,42,8,15,76,50,83,51,32,60,0.7092617412104747,28
1,female,3,0,3,20183354260204,20183355222579,98,1,1,48,18,94,90,84,82,79,83,87,1.144171230117893,93
0,female,1,3,3,20206764725531,20206764771324,32,1,1,45,18,18,31,17,16,2,26,20,1.495468532492756,76
2,male,3,1,3,20225355496052,20225355545596,17,1,1,47,16,4,13,1,0,8,4,15,1.207092739833877,69
1,female,1,2,0,20165258250320,20165258986502,37,1,1,47,15,21,22,25,0,3,6,22,0.867472214711224,77
1,male,2,2,1,20059101969052,20059102052905,33,1,1,47,8,20,8,2,20,31,19,28,0.9044204419351317,19
2,male,2,2,1,20023390788867,20023391029234,60,1,1,2,18,59,52,13,17,35,20,20,1.3666621091992845,90
2,male,2,0,1,20093479498712,20093480431296,54,1,1,40,10,36,8,15,22,28,17,15,1.2562178320429682,27
1,female,1,1,3,20211280283825,20211280340529,86,1,1,14,2,57,85,32,0,54,37,18,0.5204818241971707,97
1,female,3,3,2,20214137396288,20214137550702,51,1,1,9,3,46,44,14,39,47,4,1,0.9340248305798946,56
0,female,1,3,2,20170277697655,20170278499552,33,1,1,41,0,13,20,21,20,10,8,24,0.6523866592951528,63
2,male,2,1,1,20096112521013,20096113031973,51,1,1,40,10,39,36,43,44,44,21,22,1.3769601025316773,76
1,female,1,3,2,20131817316456,20131818222105,36,1,1,26,2,7,35,17,19,8,26,5,1.2994510992081116,89
0,female,1,2,1,20153208582681,20153208808398,35,1,1,43,13,1,5,29,10,6,0,15,1.4422602794574604,92
1,male,2,3,2,20229279680645,20229280281731,95,1,1,38,18,83,70,8,47,1,36,60,1.221595775687358,23
1,unknown,1,2,1,20127156162246,20127157086507,89,1,1,3,14,18,11,32,81,47,30,50,0.9852016538724419,18
2,male,2,2,3,20050361543208,20050362343558,88,1,1,6,16,87,79,39,4,12,81,59,1.2155627634954218,40
2,female,2,2,3,20099808939015,20099809767417,29,1,1,44,1,14,23,5,11,11,21,13,1.499050575495601,85
0,male,1,0,1,20172146224198,20172146651150,46,1,1,26,12,3,22,40,9,21,7,4,0.6001547010038041,49
2,male,3,0,1,20035403235469,20035403706835,51,1,1,31,1,14,40,13,16,0,21,39,0.5165277198499718,86
2,male,1,0,1,20149761720159,20149762242736,18,1,1,41,6,2,2,4,6,4,14,9,0.8991929305494855,61
2,unknown,1,1,1,20206267022774,20206268008642,29,1,1,6,9,26,28,11,12,22,6,14,1.2536702184181492,31
2,female,1,0,0,20137494637799,20137494980211,5,1,1,6,15,3,1,2,0,3,4,0,1.0194873415833232,92
1,female,1,2,1,20101467026886,20101467075571,5,1,1,41,9,0,2,1,1,1,4,1,0.7812787526181487,43
1,unknown,1,0,0,20111626757949,20111627575522,81,1,1,17,10,45,57,26,58,0,61,33,0.6491667104947622,26
2,unknown,1,2,3,20029004183702,20029004912452,71,1,1,39,9,61,47,13,19,46,53,27,1.3013564488523932,55
1,female,2,0,0,20123200579085,20123200991771,61,1,1,27,6,45,18,23,9,50,2,47,0.5546560581043891,5
0,unknown,2,0,1,20071850848010,20071851060374,96,1,1,47,14,21,88,84,91,90,61,25,0.5120757102442209,17
1,female,3,1,3,20102717914016,20102718040397,76,1,1,1,8,14,59,31,55,29,35,63,0.9701604259936154,9
1,male,3,3,2,20162054940554,20162055166992,56,1,1,26,3,43,49,47,18,27,37,18,0.8210909015648531,15
1,unknown,2,1,1,20145888223583,20145889042183,29,1,1,24,3,0,8,10,26,11,1,18,0.7438457425258499,18
0,female,2,3,2,20190135203915,20190135770054,46,1,1,43,0,38,32,44,45,0,11,12,0.902822464539885,26
2,male,1,2,0,20169118876953,20169118912987,37,1,1,6,18,14,14,14,29,8,36,2,0.8735351558653552,7
1,male,3,1,3,20126152951632,20126153005524,19,1,1,10,5,9,14,3,0,18,1,8,0.8702407016957776,88
1,male,1,0,0,20103810853131,20103811578517,18,1,1,46,5,0,1,15,5,4,16,16,1.3303671214426909,67
2,female,2,3,3,20202188580549,20202189011484,48,1,1,2,6,29,47,17,44,44,31,26,1.1021290952630869,88
1,female,3,3,2,20153130389291,20153130582808,18,1,1,9,19,5,11,12,11,1,15,8,0.5260017931796579,67
2,male,2,0,0,20040381763604,20040382083128,23,1,1,4,12,12,1,6,11,22,20,8,1.3517639925046963,49
2,female,3,0,1,20112920418243,20112920666722,8,1,1,38,7,1,4,1,0,3,5,7,1.4629463368156328,70
2,unknown,1,2,3,20119059285481,20119059574939,99,1,1,10,11,29,10,94,88,79,31,21,1.2151248306632554,84
2,unknown,2,1,0,20188819170217,20188819216427,2,1,1,13,12,1,1,1,0,1,1,1,0.7957821977809253,28
2,female,2,1,3,20079345296779,20079346278331,69,1,1,28,10,32,59,5,65,54,7,47,0.8224681713728754,45
2,male,3,1,1,20176464285674,20176464292014,77,1,1,7,19,37,24,43,43,62,62,4,0.6467898970378784,66
1,male,2,2,2,20007516602663,20007517232587,34,1,1,5,11,17,22,0,23,19,27,25,0.5346541890688191,8
1,female,1,1,0,20026759990798,20026760578470,32,1,1,26,10,12,19,24,28,26,14,18,0.906260471302201,97
2,female,1,0,2,20026503607442,20026504083493,30,1,1,33,10,9,20,2,18,29,15,17,0.881116020529434,1
1,female,3,1,0,20155323410126,20155324186376,15,1,1,35,18,2,5,7,13,12,5,8,1.1652249642134311,3
1,unknown,3,2,1,20044917024448,20044917467975,79,1,1,28,6,68,15,28,4,36,4,35,0.6248591781243553,90
1,unknown,1,1,3,20045851568814,20045852073966,57,1,1,4,2,14,21,0,32,35,6,49,1.042542145935141,33
2,female,1,1,3,20142634775476,20142634830807,22,1,1,43,9,7,7,5,17,10,21,19,1.4140514743112507,21
0,male,2,2,2,20101037738613,20101038308102,77,1,1,7,0,16,45,37,28,56,25,38,1.1648159057180156,82
2,unknown,2,0,0,20003887411944,20003888324694,70,1,1,41,17,18,10,39,60,34,35,3,1.4319213965319646,80
1,unknown,2,2,1,20213121678609,20213122233950,57,1,1,17,9,27,21,9,55,28,53,38,0.6889167891963126,79
1,male,2,2,0,20220486978114,20220487348534,29,1,1,10,9,22,28,25,22,3,27,25,0.8583997693344122,85
1,male,1,0,3,20053235610021,20053236147834,75,1,1,18,6,30,36,6,70,43,22,42,0.6448012704278535,18
0,male,1,0,1,20222826414285,20222827235825,3,1,1,44,16,1,2,0,1,0,0,2,0.7885047537124111,76
2,male,3,2,0,20178866123230,20178866517347,59,1,1,34,3,9,36,26,22,6,34,37,0.7923747768454208,82
2,female,2,1,3,20177103538829,20177103608930,75,1,1,9,11,13,66,5,22,52,46,69,1.1413663905235645,79
0,female,3,3,2,20110440323716,20110440476830,85,1,1,25,9,26,32,63,48,40,56,62,1.4082051432070135,23
1,male,2,2,3,20003189155864,20003190074880,14,1,1,10,9,2,5,2,13,12,11,6,0.7176000264125756,39
1,female,2,1,0,20059873814228,20059873847840,12,1,1,42,10,4,0,9,10,7,7,6,0.6867777725453703,61
1,female,2,2,0,20206543431503,20206544210817,82,1,1,31,2,13,13,50,24,39,78,4,1.2562584807719923,75
2,male,1,2,2,20199924277306,20199924477334,69,1,1,16,6,7,67,0,5,44,45,38,0.762489335668932,10
2,male,3,1,3,20017142358932,20017143076829,77,1,1,40,8,16,76,63,50,12,54,60,0.6929920686449625,39
2,female,2,3,3,20022527622804,20022527919791,69,1,1,19,0,26,61,39,62,61,54,27,1.0289417751927634,52
0,female,1,2,2,20150496135490,20150496426761,69,1,1,19,6,34,29,14,43,26,41,18,0.9587540791858413,19
1,female,2,1,3,20065652890908,20065653222269,56,1,1,43,3,33,39,14,35,5,10,43,1.2309828715860636,6
1,male,1,3,1,20134824923869,20134825441096,42,1,1,17,14,24,41,6,18,20,4,4,0.6056835979103272,89
2,female,2,3,2,20099692576246,20099693420437,79,1,1,12,7,14,47,47,36,61,61,61,1.0009767359180075,63
2,unknown,2,0,3,20082050778310,20082050880611,39,1,1,39,13,0,4,18,8,34,30,38,0.8226751905136873,86
2,female,1,1,1,20128193665398,20128194247733,16,1,1,18,8,11,6,6,10,7,11,7,1.3598008538571515,80
2,female,2,2,2,20209297501594,20209297564666,92,1,1,27,17,70,31,51,68,27,41,77,0.8199716327719505,26
1,male,2,2,3,20073721474072,20073722442622,18,1,1,37,7,15,15,1,5,5,5,3,1.1197478557394889,64
1,female,3,0,1,20137797938053,20137798707876,27,1,1,20,12,6,11,10,1,7,11,21,1.0575667446366912,30
2,male,1,3,1,20043489845439,20043490747380,3,1,1,7,17,2,1,2,1,1,2,0,1.278502918854588,80
1,male,2,3,1,20121634628747,20121634806399,68,1,1,36,15,23,29,33,64,60,53,60,1.4223133268065218,93
0,male,3,0,2,20047212390611,20047212850839,75,1,1,47,13,27,5,72,12,63,40,72,1.4212829438867884,75
1,male,3,3,0,20105752448078,20105753327083,12,1,1,38,12,9,5,4,4,4,8,1,1.1363684566472227,49
1,female,1,3,1,20191610823865,20191611766881,38,1,1,8,17,17,30,17,16,8,35,4,1.4687021663190116,67
2,unknown,2,1,2,20152292037315,20152292048372,56,1,1,46,15,1,36,40,18,28,2,51,1.4075231562578674,63
1,male,3,0,2,20107395525086,20107395879641,78,1,1,28,2,34,64,34,57,72,43,28,0.5985153722813263,24
2,female,2,0,2,20207989762364,20207990032889,62,1,1,2,10,61,12,3,51,46,37,2,0.9084217685577265,40
0,male,1,2,2,20222841979772,20222842129120,52,1,1,4,1,2,41,2,22,37,28,49,0.7301067816232263,61
1,male,2,0,0,20066939800218,20066940068322,35,1,1,33,16,11,13,14,11,3,10,10,1.1249294416451696,51
2,female,3,2,2,20083533657066,20083534631647,21,1,1,41,2,10,10,6,11,6,16,12,0.7579709832410889,34
2,male,3,1,1,20168516750849,20168517687296,28,1,1,15,4,0,9,24,21,19,12,25,0.8659543882491737,6
2,male,2,2,1,20076124935429,20076125112853,38,1,1,46,15,1,30,31,9,6,18,32,1.0026977595639899,40
1,female,2,1,1,20057455114746,20057455832759,79,1,1,28,15,41,75,34,19,22,24,57,1.3316988660574771,92
0,female,1,1,2,20031866490395,20031866705550,74,1,1,3,3,3,48,32,24,42,7,47,0.5141981073938645,29
1,female,2,2,2,20194212082739,20194212305262,7,1,1,31,2,3,0,5,4,1,3,2,0.9748395702466572,58
1,female,3,3,0,20123450538207,20123450759340,74,1,1,35,13,11,9,22,64,29,34,55,1.1619632109177305,57
1,female,2,0,1,20056758358617,20056758595550,62,1,1,2,4,36,54,28,34,24,44,45,1.1448437528361919,83
0,male,3,1,1,20226172079604,20226172638820,60,1,1,30,2,58,46,58,24,34,4,4,0.7765934527919875,6
1,male,3,3,1,20057498278391,20057499159032,82,1,1,43,14,31,33,75,33,9,9,9,1.4105452846774185,69
2,female,2,1,3,20135994480689,20135994541023,36,1,1,29,16,17,8,18,21,28,16,26,1.0350900549415936,72
0,male,1,3,0,20192635793914,20192636763801,44,1,1,29,1,31,0,23,11,40,36,23,1.3542395436687191,58
0,female,1,0,3,20172285645876,20172286571932,13,1,1,18,7,0,6,1,0,3,10,9,0.6434037853011555,17
1,male,2,2,3,20215727716908,20215728470837,8,1,1,45,7,2,5,5,6,7,7,0,1.0129604738845153,26
0,female,3,1,0,20062546021299,20062546486726,55,1,1,8,3,26,12,30,23,45,29,51,0.9159544109492842,7
1,unknown,1,2,0,20220249921455,20220250209275,93,1,1,1,0,45,59,76,48,63,21,55,1.326638667629238,13
1,female,1,2,0,20157549950762,20157550626333,77,1,1,5,14,12,48,38,61,41,48,53,1.2816223819548076,62
2,male,1,0,0,20122792532132,20122793128820,15,1,1,40,16,14,12,12,1,9,5,13,0.7567380220561422,79
2,female,1,0,3,20219598736399,20219598896400,4,1,1,40,0,2,0,0,1,2,2,3,1.0919551631480566,56
1,female,3,0,2,20000207678956,20000207702426,95,1,1,36,8,52,24,82,93,22,87,76,0.9647351104282819,40
1,female,1,3,1,20108655394621,20108655555767,23,1,1,45,16,4,1,4,6,3,5,12,0.7751555799712646,1
2,male,2,3,3,20003504178362,20003504940977,53,1,1,21,16,17,24,1,52,35,51,48,0.6426122615489265,68
2,male,2,0,2,20145572455911,20145572501116,29,1,1,19,6,11,11,3,4,6,0,12,0.7226594801238464,22
1,male,2,1,0,20198976948972,20198977302544,21,1,1,31,1,3,13,16,9,20,19,1,0.505714329868159,18
1,female,2,3,0,20043009125936,20043009427500,43,1,1,38,3,12,14,13,21,24,32,42,0.8412727962038348,52
1,female,3,0,2,20186554202128,20186554754229,87,1,1,20,2,4,69,46,49,64,12,29,1.1316938732456663,44
1,unknown,1,2,0,20064769972067,20064770589718,58,1,1,11,14,16,40,24,44,44,45,37,0.7822256324126072,72
1,female,3,1,3,20172050532606,20172051054132,24,1,1,12,19,1,5,12,18,11,20,19,0.7075125668486894,26
2,unknown,3,0,3,20228102293732,20228102951695,50,1,1,22,8,30,9,39,46,45,5,23,0.5076931247086134,37
1,unknown,3,0,0,20001203702159,20001204134850,69,1,1,31,9,34,51,6,57,45,25,49,1.2640147259941374,4
2,unknown,2,3,1,20153284277166,20153285166849,22,1,1,36,5,21,11,5,18,20,9,1,1.4734152161175702,41
0,unknown,1,3,2,20132890769680,20132891709179,28,1,1,49,2,10,18,6,27,1,21,23,0.7218004991386778,17
1,male,1,3,3,20032658934591,20032659125323,86,1,1,30,8,45,9,24,72,32,37,85,0.5191526956070988,36
1,unknown,1,3,2,20119159937145,20119160209960,53,1,1,15,6,5,38,21,44,35,12,23,1.0110326390965945,79
1,female,1,0,2,20152937133693,20152937149206,45,1,1,11,9,28,39,11,5,33,23,3,1.1288056244452798,87
2,female,3,0,1,20052815723418,20052816145481,49,1,1,8,18,27,47,44,3,18,35,19,1.2953861490158292,66
0,unknown,2,0,0,20165685551857,20165685767229,42,1,1,13,10,39,4,30,6,22,40,10,0.9312540876045878,8
2,unknown,1,0,3,20084018732659,20084019047034,98,1,1,48,12,29,23,92,15,50,66,67,1.2606531663518608,93
0,male,1,1,0,20024732034970,20024733007447,73,1,1,40,2,25,19,1,20,30,64,45,0.9838289950662447,78
1,male,2,1,1,20050450533888,20050451080223,69,1,1,42,2,68,43,66,5,49,22,2,0.9260552361683823,69
1,male,1,1,3,20141598018466,20141598566353,36,1,1,38,19,2,31,32,34,3,17,15,0.9741054160120836,83
1,male,2,1,0,20137202792507,20137202888244,95,1,1,32,19,86,69,62,12,65,8,9,1.4930631521236553,30
0,male,2,1,0,20097602791866,20097603693460,90,1,1,10,16,64,45,86,63,76,69,22,1.1363886772994247,34
0,female,1,3,1,20009626779984,20009627033361,20,1,1,35,10,6,7,11,5,11,16,12,0.9833088309614912,32
0,female,2,3,3,20067031933783,20067032444079,42,1,1,20,4,40,12,3,26,17,30,9,0.9788798789533841,58
0,male,1,2,1,20201123169619,20201123991400,67,1,1,39,0,15,6,32,20,53,25,14,0.5329670631640757,9
