gender,C_api,C_man,E_NEds,E_Bpag,firstDay,lastDay,NEds,NDays,NActDays,NPages,NPcreated,pagesWomen,wikiprojWomen,ns_user,ns_wikipedia,ns_talk,ns_userTalk,ns_content,weightIJ,NIJ
1,female,3,3,1,20027985187131,20027985969360,35,1,1,20,18,25,20,27,28,10,14,0,1.2316939167860317,10
0,female,2,3,0,20157434815215,20157435642089,86,1,1,13,0,14,29,65,16,59,29,75,0.711246936001166,78
1,male,2,0,3,20131044249746,20131044592290,45,1,1,11,18,37,7,24,41,41,27,13,1.4820766806157457,17
2,female,2,2,0,20188393636683,20188393681534,37,1,1,35,6,21,36,25,9,8,24,33,1.3865018665626199,70
0,male,1,1,2,20051583415044,20051583961331,40,1,1,19,11,23,39,4,12,31,32,14,1.1360918140612015,24
1,unknown,3,3,3,20162645837234,20162646542302,44,1,1,13,18,36,39,15,12,9,5,14,0.5061781407166962,80
1,female,2,0,3,20084821991968,20084822241250,11,1,1,25,10,3,8,8,0,6,8,10,0.7318957282993326,53
1,female,2,2,1,20005865987873,20005866390723,63,1,1,29,9,23,6,9,58,18,23,37,0.6967417390110893,3
0,female,1,3,3,20019292441318,20019292790812,24,1,1,4,15,0,21,20,2,19,4,10,0.6113315009492164,3
2,female,3,3,1,20045632512019,20045632590886,9,1,1,48,9,3,1,0,4,4,1,1,1.0201681773749307,40
2,male,2,0,1,20170973252273,20170973615756,38,1,1,18,11,18,5,34,10,27,7,37,0.7021736078340391,69
0,male,1,2,0,20186825308853,20186825618525,6,1,1,31,17,4,0,4,5,0,5,0,0.9747463289364188,54
0,female,3,2,2,20051158971752,20051159548543,32,1,1,7,7,25,8,17,15,22,5,17,0.7703081814737565,82
0,female,2,0,0,20169753860888,20169754206701,98,1,1,42,2,72,47,46,20,52,68,61,1.2015260475899563,83
1,male,1,3,1,20219099080468,20219099999530,39,1,1,11,7,0,24,37,13,37,12,23,1.0918848950837061,12
1,male,2,3,2,20109371070429,20109371941559,79,1,1,10,8,70,75,49,20,61,27,34,0.9774539840955747,16
0,female,2,2,3,20185092671288,20185092894774,97,1,1,17,12,75,27,75,52,16,11,3,0.655304733288132,25
2,male,2,3,0,20042568120438,20042568630271,51,1,1,42,10,39,8,19,40,33,13,22,1.3099515702139843,49
1,unknown,1,3,0,20052181617774,20052182367226,42,1,1,48,4,2,20,28,4,40,39,34,0.9951636549918645,34
1,unknown,1,2,1,20186796454226,20186796600887,85,1,1,34,7,45,37,46,69,18,22,0,1.0341486984409998,12
2,unknown,3,1,1,20103611866391,20103612002462,55,1,1,43,12,39,30,12,45,49,27,53,0.5644593479854767,32
2,male,1,3,3,20072107007121,20072107352788,52,1,1,9,17,33,0,2,34,34,15,35,1.1902582416660779,85
1,male,3,0,0,20029825092868,20029825523500,33,1,1,41,4,0,14,13,18,22,26,4,0.5918250471958867,82
2,female,3,0,3,20085457545701,20085458171006,8,1,1,49,16,5,3,3,6,7,1,1,1.4306626072356523,23
1,female,2,3,2,20165376636866,20165376651145,8,1,1,29,13,0,4,7,3,6,0,5,1.0847661174848473,3
1,male,2,1,0,20097168746082,20097169682214,90,1,1,24,13,78,86,28,68,49,61,59,1.2680162146849794,96
2,female,2,2,2,20194140396177,20194141281829,94,1,1,32,9,7,90,91,52,30,25,92,0.8345524556327457,52
2,unknown,1,0,1,20061865571629,20061865866761,42,1,1,44,7,18,31,32,12,7,21,33,0.8121864685070206,54
2,female,1,2,2,20134407540022,20134408416955,81,1,1,7,5,57,62,14,49,2,45,4,1.0741690405835023,59
2,female,3,2,1,20059625741159,20059625741418,35,1,1,37,14,17,13,0,18,19,12,25,0.7984449622935269,81
2,unknown,2,0,1,20116556932826,20116557693145,3,1,1,1,4,0,2,2,1,1,0,1,0.548761362668081,76
1,female,2,1,2,20211621076427,20211621714800,96,1,1,46,13,78,37,34,6,82,68,51,0.5782543755981455,68
2,female,2,0,2,20105601401368,20105601407363,6,1,1,36,14,2,4,5,1,0,0,2,0.540314860163486,2
2,female,1,1,0,20188126855930,20188127370397,71,1,1,9,19,63,53,66,52,17,10,22,0.9108163023096041,78
2,female,3,0,2,20116918072963,20116918205459,91,1,1,44,12,9,76,66,51,78,65,59,1.0173344443954815,52
1,unknown,3,1,0,20193588258951,20193588417638,70,1,1,1,4,67,22,2,55,2,26,31,0.992674292985174,44
2,male,1,2,0,20228175495053,20228175528202,8,1,1,18,10,1,3,3,7,2,3,5,1.3262187530989853,23
1,female,1,3,3,20064323430127,20064324124207,64,1,1,7,8,10,6,46,28,58,48,44,1.091437607011121,12
2,male,2,2,3,20101370700396,20101371475422,40,1,1,48,3,32,36,19,12,25,12,26,0.5055010481513199,25
2,male,1,2,0,20154799243485,20154800228860,74,1,1,42,19,16,3,39,8,13,25,50,0.8439610970079449,82
0,female,2,3,2,20155133749652,20155134237974,54,1,1,18,12,27,19,31,20,32,45,7,0.876845204946622,68
1,male,1,1,1,20010597324651,20010598191510,10,1,1,28,0,8,3,6,0,3,5,2,1.0775600209780776,2
2,male,2,0,3,20073386216369,20073386555459,23,1,1,13,19,22,14,12,20,4,20,16,0.7915473414879708,57
2,male,2,0,3,20020033368445,20020034354253,82,1,1,45,9,54,41,19,11,59,61,16,0.9858640421553768,79
2,female,3,2,0,20209647912263,20209648100270,44,1,1,34,17,24,29,12,8,27,20,9,1.2192153738012816,8
1,female,2,3,1,20083845399996,20083846149991,96,1,1,16,11,16,69,4,21,54,30,43,1.097452322133869,80
1,male,2,2,0,20193837653667,20193838518016,32,1,1,15,18,19,17,19,6,9,29,18,1.3070883685403847,37
2,female,1,2,3,20130952058327,20130952825355,13,1,1,43,15,7,11,3,5,12,12,3,0.9427896486934777,30
2,male,2,1,0,20187261373843,20187262055771,48,1,1,40,13,45,26,23,17,29,7,1,1.3797662477347346,2
1,male,2,2,1,20075140912214,20075141691845,50,1,1,5,17,48,32,46,16,15,10,31,1.3147383725813777,35
0,male,1,0,2,20139141084288,20139141366212,15,1,1,16,8,11,7,2,11,13,8,5,1.2540687149732772,56
1,female,2,1,3,20150418677838,20150419581368,6,1,1,8,9,4,2,1,5,5,3,0,0.8598286707924997,24
2,female,2,3,1,20051336703107,20051337282889,69,1,1,32,0,26,14,21,0,33,59,65,1.2579219405363604,55
2,female,1,2,1,20176264338994,20176264683134,32,1,1,34,11,30,6,23,16,29,19,27,1.2605780767580361,33
0,unknown,3,1,2,20071636770149,20071637733451,34,1,1,8,17,12,2,31,17,3,3,33,1.2391530519197098,18
1,unknown,1,3,0,20187001471741,20187001600350,65,1,1,14,13,6,12,27,37,2,22,60,0.7110428188037702,20
1,female,3,2,2,20116099850001,20116100559009,28,1,1,49,1,1,4,6,24,7,20,17,0.9699951197743738,83
1,unknown,2,3,1,20075276184745,20075277031702,28,1,1,29,6,10,24,15,4,25,25,6,1.4708618839284062,95
2,male,2,1,1,20229200418952,20229200691440,2,1,1,9,15,1,1,1,1,0,0,1,1.0641447696413753,82
2,male,1,1,0,20163972485836,20163973436001,97,1,1,13,0,23,93,50,42,77,75,62,1.1545439258431132,50
1,male,1,2,3,20027838220295,20027838977764,60,1,1,38,17,4,1,33,59,52,27,22,1.1642552206199441,78
2,male,1,1,0,20087905629259,20087906477039,95,1,1,31,19,46,12,56,33,83,4,82,1.436644020993911,96
2,male,1,1,0,20177955640484,20177955665305,1,1,1,32,12,0,0,0,0,0,0,0,1.3807403387986334,89
1,female,1,2,1,20027974706661,20027974761846,4,1,1,8,3,2,2,0,1,3,2,3,1.2858650467528294,66
1,male,2,2,2,20015295658955,20015296115636,45,1,1,38,1,36,36,0,38,44,22,30,0.7133824018860868,13
0,unknown,1,2,3,20112848935497,20112849246066,43,1,1,3,6,11,9,41,11,5,38,13,0.589572602558133,62
1,female,1,2,0,20190963670736,20190963822450,79,1,1,8,15,44,14,50,4,40,62,34,1.0765479499614223,66
1,male,3,3,0,20186494834767,20186495588620,59,1,1,4,11,8,42,58,49,32,55,24,0.9638344315393996,77
1,female,2,3,1,20141241209752,20141241817389,56,1,1,48,2,43,15,53,29,31,24,8,0.7038197234516642,28
0,female,3,0,3,20118296500529,20118296637520,1,1,1,44,17,0,0,0,0,0,0,0,0.8462507349939096,65
1,female,1,0,2,20087638951652,20087639406664,74,1,1,37,18,21,3,30,64,42,65,9,1.2188882817121263,52
0,unknown,1,2,1,20204398125285,20204399057263,25,1,1,39,2,0,7,10,20,5,18,9,1.1984140592295809,98
2,male,2,3,3,20036103788881,20036104424221,75,1,1,7,16,49,21,1,20,65,59,37,1.0209528230119753,36
0,male,2,0,2,20058848821546,20058849679434,64,1,1,13,1,14,56,26,21,53,6,19,0.8582847644729853,12
2,male,3,1,3,20193065780891,20193066528708,56,1,1,29,14,23,19,16,21,29,23,23,0.7920055982476294,8
1,unknown,2,0,1,20102409769028,20102410046644,52,1,1,3,6,4,18,11,24,24,33,34,0.6970331505329396,36
2,female,1,0,1,20130423293505,20130423988488,96,1,1,34,6,34,40,90,45,65,89,29,1.1302715991012142,19
1,male,3,3,2,20218118520475,20218118791235,65,1,1,47,8,55,18,6,54,63,33,55,0.9763004092350405,86
2,female,1,1,1,20226498148989,20226498931054,49,1,1,16,10,19,1,33,14,1,44,37,0.502320861649642,72
2,male,1,0,3,20001699759049,20001699966417,11,1,1,39,1,2,10,1,9,2,8,0,1.422523362426029,47
1,unknown,2,0,0,20123643845809,20123644352129,35,1,1,36,4,21,0,10,7,29,2,2,0.6344824857235443,6
1,female,2,0,0,20218053125123,20218053403908,39,1,1,10,1,2,32,27,25,26,34,1,1.400818462304923,36
2,male,3,1,1,20219909258981,20219910036302,31,1,1,31,14,11,2,9,24,26,14,7,0.6050885463854265,79
2,unknown,1,3,2,20097140864403,20097141375656,33,1,1,32,19,2,31,32,16,19,4,1,1.1072063883134398,57
1,unknown,1,3,3,20204104071062,20204104467450,8,1,1,43,3,3,6,5,7,4,3,1,0.8395935747021678,14
2,female,3,1,0,20052732521252,20052733068317,34,1,1,43,15,0,18,27,21,5,3,29,0.6490012797984921,26
2,female,3,2,2,20153533893278,20153534005784,11,1,1,26,6,4,6,5,9,1,4,1,1.2335885948376286,88
2,female,1,1,2,20093334752265,20093335342215,36,1,1,40,1,18,12,22,1,23,6,7,1.361912632770021,4
1,unknown,1,2,0,20116547678654,20116547840744,11,1,1,9,18,0,6,9,7,6,0,10,1.4572962871726676,72
1,unknown,2,1,2,20135039619032,20135040511654,38,1,1,8,8,6,9,36,20,19,15,17,0.9382158096959676,43
0,male,1,1,2,20075878982028,20075879207497,96,1,1,25,6,79,46,93,80,78,56,15,1.491267742552974,9
0,female,1,1,1,20079729430239,20079729976798,10,1,1,43,0,3,2,2,9,4,3,4,0.7323825190975796,36
1,unknown,1,2,1,20198285899001,20198286095821,18,1,1,6,7,2,4,10,9,9,0,6,0.9402302078046965,34
2,male,1,3,2,20037965028005,20037965548109,48,1,1,36,17,4,19,31,38,13,32,3,0.6751746109796201,4
0,male,3,2,2,20182232521230,20182232634122,25,1,1,21,13,16,22,3,19,10,24,23,0.7761846665173145,51
2,female,2,2,1,20009492805537,20009493475263,20,1,1,16,1,5,9,0,16,14,4,3,1.3115546101912037,47
0,unknown,1,0,3,20011457321099,20011457879686,15,1,1,42,3,6,10,1,1,7,13,1,0.8366485107156796,57
0,male,1,3,1,20176453141036,20176453416105,50,1,1,35,4,23,0,2,24,19,33,42,1.1403928688877152,7
1,female,1,0,3,20205171815644,20205172117759,10,1,1,33,3,9,4,7,7,1,8,3,1.1045788443681075,9
1,female,1,2,2,20045160565998,20045161013289,97,1,1,8,3,34,55,91,76,36,47,19,1.3987989149968971,32
0,female,1,0,3,20108284199864,20108284374608,20,1,1,19,2,2,14,11,16,14,15,4,1.179438133062769,11
1,male,2,3,2,20114081395360,20114081521534,57,1,1,43,13,42,17,10,2,55,27,15,1.2673181311457007,22
1,male,2,0,0,20081580157286,20081580585175,72,1,1,11,12,55,28,27,27,37,33,61,0.8230052792408564,81
2,unknown,1,0,1,20051257243516,20051257287235,47,1,1,13,16,43,21,6,30,46,31,30,1.072830206923059,13
2,unknown,3,2,3,20195446606851,20195447090475,66,1,1,27,2,16,15,25,65,44,6,41,1.479628074658571,4
2,male,2,0,0,20168269130717,20168269199242,30,1,1,23,0,1,18,28,3,1,22,8,1.379006901614325,94
2,female,1,1,2,20034441712664,20034442580486,52,1,1,4,0,6,41,16,22,29,51,11,0.6040509700929915,76
2,male,1,0,3,20148651622690,20148652224232,16,1,1,25,8,6,4,5,0,4,5,2,0.6071008769549958,69
1,female,3,0,2,20094837699342,20094837763743,54,1,1,48,11,10,17,23,49,29,9,37,1.3119544913929921,10
0,male,1,2,3,20094193774439,20094194154811,13,1,1,20,3,11,10,0,11,4,5,3,0.5941145490134522,25
2,female,3,3,3,20227628002950,20227628609969,16,1,1,8,3,8,15,0,13,3,9,5,0.8542569474563747,13
2,male,1,3,1,20004115604201,20004116511199,69,1,1,49,6,15,37,59,58,7,64,29,1.454292622879243,6
1,female,3,3,2,20188290422417,20188291290282,58,1,1,30,2,20,22,36,32,48,35,43,1.4459763204270395,68
0,female,2,1,0,20041157367677,20041157733105,60,1,1,28,17,23,18,29,2,7,46,41,1.1087413537880708,22
2,male,2,1,1,20067734026682,20067734191460,70,1,1,22,7,40,30,68,32,42,67,23,0.6585873702273202,11
2,male,3,3,0,20144981980039,20144982634545,70,1,1,38,16,54,39,57,57,49,48,36,0.754216658508672,96
2,unknown,1,2,2,20011313282814,20011314202317,26,1,1,29,13,17,12,18,5,23,16,0,0.5450170922154225,43
1,male,3,2,1,20145217204290,20145217537406,76,1,1,25,11,63,64,66,68,40,9,59,1.4286013197016154,14
1,male,1,0,2,20219680203921,20219680494793,14,1,1,28,2,3,10,5,11,2,1,0,0.669693494622447,19
2,female,1,3,3,20209337002081,20209337171886,94,1,1,33,2,36,42,36,6,72,48,8,1.411658270666906,4
1,unknown,1,1,2,20006832234880,20006832981078,80,1,1,41,5,31,28,51,44,73,69,5,1.4156651823503759,63
2,female,1,3,2,20189291206451,20189291221671,44,1,1,29,7,21,0,12,35,7,31,16,1.1698029334568882,37
0,female,3,2,1,20196578407506,20196578804599,53,1,1,11,8,27,15,8,11,43,39,17,0.596444553292211,16
2,male,3,2,3,20217294303086,20217294836021,31,1,1,43,11,7,23,21,30,17,28,8,0.8932870650251432,10
0,male,3,0,3,20070909280552,20070910038346,8,1,1,9,3,5,4,2,0,5,7,3,1.052186018348675,64
0,female,2,2,1,20153339182834,20153339706387,74,1,1,7,9,29,52,38,50,67,4,26,0.6359642696408802,37
1,male,3,3,1,20099335268418,20099336011295,16,1,1,13,11,10,3,7,11,1,5,6,0.8613467725108539,16
1,male,1,1,0,20196101785756,20196102194404,12,1,1,31,14,5,0,8,5,3,10,2,0.7193734857446072,91
2,female,3,1,1,20169875413639,20169876252045,79,1,1,42,4,69,45,7,37,1,73,69,0.9658753778571036,34
0,unknown,1,0,0,20147829599725,20147830510344,47,1,1,42,16,12,17,11,36,28,10,7,1.001366652170863,20
2,female,2,1,1,20133606915876,20133607398397,44,1,1,25,3,36,18,16,1,8,34,38,1.248598468761268,22
1,male,1,2,2,20075419827346,20075420215280,68,1,1,9,19,10,51,23,6,31,0,29,0.6276346061502657,23
1,unknown,3,0,2,20194571137244,20194571859605,5,1,1,49,12,1,4,4,3,2,4,2,1.1232966588529534,95
1,unknown,3,3,3,20154545800320,20154545828067,24,1,1,26,8,17,10,9,14,3,15,8,1.113135908779288,70
1,female,1,2,1,20073097591724,20073098189567,40,1,1,28,3,33,35,9,37,15,21,13,1.026894762814928,49
2,male,1,0,3,20219358946967,20219359017401,2,1,1,44,10,1,0,1,1,1,1,0,0.5099606712564527,28
2,male,2,3,0,20200493024678,20200493241059,13,1,1,35,10,11,12,3,7,3,9,2,0.6176856445134259,27
1,male,1,0,0,20133039179378,20133039905789,56,1,1,23,6,14,18,33,47,42,16,23,0.9834861729996529,29
2,female,2,1,0,20018385545936,20018386465750,91,1,1,32,2,61,5,31,70,31,24,50,0.6768856612620223,24
2,unknown,2,0,0,20142852535053,20142852997130,4,1,1,42,4,2,1,2,3,0,3,2,1.0300741426734266,77
1,male,1,1,2,20001866110180,20001866797525,55,1,1,35,4,51,21,21,1,6,36,50,1.141083669567395,84
2,male,2,1,3,20094266275877,20094266360662,7,1,1,27,14,3,6,0,4,2,2,0,0.8324624939378754,77
1,male,2,3,3,20019773590888,20019773946041,51,1,1,36,2,29,28,50,21,33,40,50,0.572652869424311,58
2,unknown,1,3,1,20061133657833,20061134142327,11,1,1,12,4,0,8,6,7,10,4,5,0.5191473159744026,30
2,male,2,2,2,20215616031663,20215616848311,6,1,1,25,12,5,4,4,2,1,5,2,1.3201144320322338,39
2,female,2,0,2,20022310937039,20022311213642,26,1,1,1,2,25,22,25,4,23,22,11,1.0709128962725045,52
0,male,2,0,1,20029639094664,20029639864301,95,1,1,33,7,47,79,60,50,29,60,10,1.1675955529841269,52
1,female,1,0,2,20154919760523,20154920676096,24,1,1,42,3,3,22,14,9,6,3,20,0.8144288945003268,67
2,unknown,2,2,2,20006965796102,20006966674843,69,1,1,29,19,8,48,32,22,16,28,52,1.3563222005472237,97
2,female,3,2,2,20022099705943,20022099900027,12,1,1,40,4,2,9,8,8,0,8,8,1.3911157549003834,51
2,female,2,1,1,20088791099521,20088791334205,76,1,1,15,2,21,53,31,40,56,69,34,0.8369747454506135,53
2,female,1,2,0,20035363086885,20035363092553,65,1,1,11,5,3,5,64,38,43,8,11,0.5785797505892327,31
2,female,2,2,3,20048634854246,20048635079660,43,1,1,35,15,0,30,18,42,10,21,34,0.9923313331660926,40
2,female,1,2,2,20108058711626,20108059317305,76,1,1,33,2,23,10,46,56,53,20,40,0.9620028953060914,70
2,male,2,1,3,20059374325584,20059374384910,41,1,1,28,15,34,37,36,33,1,6,38,1.4400629373269573,95
2,unknown,3,1,1,20215757011672,20215757402505,66,1,1,32,15,0,53,14,24,0,26,51,1.4508167862879107,59
2,male,2,1,1,20067807602986,20067807860897,61,1,1,41,17,19,25,6,26,33,34,51,0.7350023860753105,41
0,female,2,1,1,20196332458492,20196333297659,25,1,1,30,4,12,24,18,7,4,1,17,1.0013314015911008,60
0,male,2,3,2,20106330704305,20106331141691,73,1,1,9,18,3,47,38,22,62,33,23,0.615012089245754,19
0,male,1,1,0,20018537386867,20018537891385,13,1,1,36,14,3,8,5,9,1,10,10,0.8386345895309605,6
2,female,2,0,3,20098073908832,20098074802503,43,1,1,22,2,4,16,28,16,35,18,39,1.2142868898883266,1
2,unknown,2,0,2,20208754962212,20208755893346,41,1,1,42,17,31,15,35,33,35,1,1,1.0518269217474177,92
0,female,1,2,0,20056009722489,20056010703623,44,1,1,12,11,37,29,40,43,42,19,19,0.6127920976479149,2
0,male,2,1,3,20217338075721,20217338268699,74,1,1,3,18,47,37,45,70,44,17,29,1.0499073906189413,48
0,female,2,3,1,20048400870887,20048401401405,3,1,1,30,7,0,0,2,0,1,0,2,0.9875137112963921,49
1,female,1,0,3,20168250070875,20168250965471,39,1,1,46,7,32,15,11,14,7,29,31,0.8931507239319438,62
2,female,2,1,2,20044469862658,20044470688599,65,1,1,38,18,42,6,55,18,20,53,21,1.103880548131081,50
